patch_id,solver,measurement_residual,coefficient_error,DC_error,AC_error,patch_psnr
404,LASSO-ADMM,0.086233,2.439463,1.776839,1.671473,10.32
405,ASL-SR-DPT,0.539620,1.428535,1.139652,0.861340,14.96
405,OMP,0.000000,0.606230,0.302166,0.525558,22.41
405,LASSO-ADMM,0.084740,2.607777,1.924166,1.760138,9.74
406,ASL-SR-DPT,0.612018,1.549709,1.243698,0.924560,14.26
406,OMP,0.000000,0.423043,0.151141,0.395122,25.53
406,LASSO-ADMM,0.079441,2.537572,1.881081,1.703176,9.97
407,ASL-SR-DPT,0.632896,1.297437,1.074026,0.727880,15.80
407,OMP,0.000044,0.463429,0.137191,0.442657,24.74
407,LASSO-ADMM,0.071633,2.514912,1.853547,1.699749,10.05
408,ASL-SR-DPT,0.558470,1.827829,1.302594,1.282266,12.82
408,OMP,0.000000,0.520239,0.033569,0.519155,23.74
408,LASSO-ADMM,0.095740,2.328150,1.673240,1.618811,10.72
409,ASL-SR-DPT,0.621977,1.463349,0.924739,1.134129,14.75
409,OMP,0.000048,0.744700,0.000479,0.744699,20.62
409,LASSO-ADMM,0.085751,2.304234,1.645111,1.613414,10.81
410,ASL-SR-DPT,0.650138,1.626624,0.833146,1.397059,13.84
410,OMP,0.000000,0.724557,0.049314,0.722877,20.86
410,LASSO-ADMM,0.082961,2.222090,1.456510,1.678173,11.13
411,ASL-SR-DPT,0.649737,1.554218,1.040988,1.154096,14.23
411,OMP,0.000000,0.871524,0.156462,0.857364,19.26
411,LASSO-ADMM,0.081678,2.231790,1.546792,1.608826,11.09
412,ASL-SR-DPT,0.566860,1.378584,0.926862,1.020501,15.27
412,OMP,0.000000,0.811048,0.326927,0.742238,19.88
412,LASSO-ADMM,0.102089,2.324556,1.633365,1.653989,10.74
413,ASL-SR-DPT,0.637646,1.301171,0.897247,0.942335,15.78
413,OMP,0.000000,0.961516,0.343029,0.898245,18.40
413,LASSO-ADMM,0.099194,2.302045,1.604890,1.650375,10.82
414,ASL-SR-DPT,0.644549,1.426477,0.961542,1.053696,14.98
414,OMP,0.000000,0.467016,0.034572,0.465735,24.68
414,LASSO-ADMM,0.090982,2.190268,1.544975,1.552522,11.25
415,ASL-SR-DPT,0.844801,1.584262,0.933857,1.279764,14.07
415,OMP,0.000000,1.569911,0.154997,1.562241,14.14
415,LASSO-ADMM,0.078114,2.045314,1.470884,1.421201,11.85
416,ASL-SR-DPT,0.646270,1.352244,0.907920,1.002120,15.44
416,OMP,0.000000,0.787711,0.296364,0.729833,20.13
416,LASSO-ADMM,0.075955,1.686837,1.214290,1.170863,13.52
417,ASL-SR-DPT,0.760672,1.091262,0.473826,0.983026,17.30
417,OMP,0.000000,1.228185,0.126876,1.221614,16.28
417,LASSO-ADMM,0.075425,1.773474,1.168719,1.333907,13.09
418,ASL-SR-DPT,0.680152,1.278063,0.309404,1.240047,15.93
418,OMP,0.000000,1.186764,0.041959,1.186022,16.57
418,LASSO-ADMM,0.072607,1.530572,0.970752,1.183339,14.36
419,ASL-SR-DPT,0.627912,1.104114,0.634053,0.903904,17.20
419,OMP,0.000000,0.773044,0.078075,0.769092,20.30
419,LASSO-ADMM,0.085501,1.784740,1.193826,1.326678,13.03
420,ASL-SR-DPT,0.639108,0.998180,0.316759,0.946587,18.08
420,OMP,0.000000,0.964365,0.226784,0.937320,18.38
420,LASSO-ADMM,0.073750,1.603344,0.996223,1.256285,13.96
421,ASL-SR-DPT,0.797469,1.218131,0.506394,1.107884,16.35
421,OMP,0.000000,1.037894,0.092079,1.033801,17.74
421,LASSO-ADMM,0.076794,1.940772,1.257576,1.478208,12.30
422,ASL-SR-DPT,0.774168,1.307656,0.554131,1.184442,15.73
422,OMP,0.000000,0.876666,0.417693,0.770764,19.21
422,LASSO-ADMM,0.083976,1.819891,1.071312,1.471154,12.86
423,ASL-SR-DPT,0.863896,1.448104,0.459595,1.373236,14.85
423,OMP,0.000040,0.999257,0.259099,0.965082,18.07
423,LASSO-ADMM,0.083670,1.737914,1.036306,1.395139,13.26
424,ASL-SR-DPT,0.715165,1.221084,0.493540,1.116900,16.33
424,OMP,0.000000,1.313013,0.388863,1.254109,15.70
424,LASSO-ADMM,0.094558,1.465223,0.861967,1.184860,14.74
425,ASL-SR-DPT,0.758573,1.110198,0.480266,1.000942,17.15
425,OMP,0.000000,1.140755,0.184247,1.125777,16.92
425,LASSO-ADMM,0.095006,1.266649,0.753115,1.018439,16.01
426,ASL-SR-DPT,0.609123,0.654374,0.180672,0.628938,21.75
426,OMP,0.000000,0.776408,0.141731,0.763362,20.26
426,LASSO-ADMM,0.075170,1.040295,0.688113,0.780201,17.72
427,ASL-SR-DPT,0.454830,0.691485,0.326655,0.609465,21.27
427,OMP,0.000000,0.644055,0.106576,0.635176,21.88
427,LASSO-ADMM,0.081494,1.048174,0.644215,0.826834,17.65
428,ASL-SR-DPT,0.502411,0.536421,0.125036,0.521645,23.47
428,OMP,0.000000,0.536165,0.029220,0.535368,23.48
428,LASSO-ADMM,0.085339,1.019076,0.699344,0.741239,17.90
429,ASL-SR-DPT,0.508964,0.609210,0.164399,0.586608,22.37
429,OMP,0.000009,0.936576,0.154003,0.923828,18.63
429,LASSO-ADMM,0.083290,0.998902,0.646423,0.761539,18.07
430,ASL-SR-DPT,0.562531,0.574029,0.190860,0.541371,22.88
430,OMP,0.000033,0.794749,0.167098,0.776984,20.06
430,LASSO-ADMM,0.087973,0.914190,0.595637,0.693513,18.84
431,ASL-SR-DPT,0.639128,0.586250,0.032864,0.585328,22.70
431,OMP,0.000000,1.027132,0.212120,1.004990,17.83
431,LASSO-ADMM,0.087062,0.829236,0.456631,0.692185,19.69
432,ASL-SR-DPT,0.560779,0.565396,0.051477,0.563048,23.01
432,OMP,0.000000,0.875234,0.032963,0.874613,19.22
432,LASSO-ADMM,0.087731,0.830177,0.384685,0.735671,19.68
433,ASL-SR-DPT,0.590119,0.574683,0.128245,0.560191,22.87
433,OMP,0.000000,0.593748,0.060353,0.590672,22.59
433,LASSO-ADMM,0.086824,0.804702,0.416140,0.688747,19.95
434,ASL-SR-DPT,0.598024,0.554033,0.037265,0.552778,23.19
434,OMP,0.000023,0.893594,0.070923,0.890775,19.04
434,LASSO-ADMM,0.086642,1.174663,0.730184,0.920144,16.66
435,ASL-SR-DPT,0.456493,0.506131,0.107513,0.494580,23.98
435,OMP,0.000007,0.620221,0.080029,0.615036,22.21
435,LASSO-ADMM,0.079102,0.866249,0.524183,0.689652,19.31
436,ASL-SR-DPT,0.506995,1.072158,0.309880,1.026400,17.46
436,OMP,0.000000,1.220612,0.046686,1.219719,16.33
436,LASSO-ADMM,0.084804,1.144603,0.553600,1.001820,16.89
437,ASL-SR-DPT,0.848373,1.267611,0.528969,1.151968,16.00
437,OMP,0.000000,1.281536,0.320950,1.240696,15.91
437,LASSO-ADMM,0.082002,1.237778,0.752920,0.982448,16.21
438,ASL-SR-DPT,1.234400,1.481685,0.526739,1.384896,14.65
438,OMP,0.000000,1.826548,0.479776,1.762411,12.83
438,LASSO-ADMM,0.096211,1.550479,0.927511,1.242460,14.25
439,ASL-SR-DPT,1.096064,1.753248,0.022216,1.753107,13.18
439,OMP,0.000000,1.651896,0.239854,1.634390,13.70
439,LASSO-ADMM,0.092062,1.234048,0.499009,1.128656,16.24
440,ASL-SR-DPT,0.818314,1.709508,0.470694,1.643431,13.40
440,OMP,0.000000,1.739087,0.536510,1.654261,13.26
440,LASSO-ADMM,0.096276,1.567808,0.797727,1.349686,14.16
441,ASL-SR-DPT,0.843262,1.752842,0.317584,1.723832,13.19
441,OMP,0.000000,1.762150,0.027922,1.761928,13.14
441,LASSO-ADMM,0.107327,1.724556,0.711784,1.570814,13.33
442,ASL-SR-DPT,1.255573,1.740500,0.422950,1.688329,13.25
442,OMP,0.000023,2.349235,0.252188,2.335660,10.64
442,LASSO-ADMM,0.101699,1.364197,0.721351,1.157880,15.36
443,ASL-SR-DPT,1.094323,1.619855,0.435255,1.560283,13.87
443,OMP,0.000000,2.977917,1.094484,2.769493,8.58
443,LASSO-ADMM,0.101283,1.713569,0.893680,1.462072,13.38
444,ASL-SR-DPT,1.032308,1.587744,0.153682,1.580288,14.05
444,OMP,0.000000,1.660485,0.679055,1.515287,13.66
444,LASSO-ADMM,0.082885,1.374403,0.527300,1.269228,15.30
445,ASL-SR-DPT,0.926832,1.437940,0.149530,1.430144,14.91
445,OMP,0.000000,2.045386,0.284365,2.025523,11.85
445,LASSO-ADMM,0.105082,0.991579,0.448064,0.884572,18.14
446,ASL-SR-DPT,1.088781,1.177138,0.112731,1.171728,16.65
446,OMP,0.000000,1.153990,0.015549,1.153885,16.82
446,LASSO-ADMM,0.076698,0.883121,0.260123,0.843942,19.14
447,ASL-SR-DPT,1.038778,1.306078,0.069189,1.304244,15.74
447,OMP,0.000000,1.443514,0.175494,1.432807,14.87
447,LASSO-ADMM,0.100050,1.041900,0.532948,0.895278,17.71
448,ASL-SR-DPT,1.408620,1.302853,0.136050,1.295730,15.76
448,OMP,0.000000,1.610471,0.331766,1.575927,13.92
448,LASSO-ADMM,0.080310,1.457090,0.752264,1.247883,14.79
449,ASL-SR-DPT,0.966720,1.352052,0.133361,1.345459,15.44
449,OMP,0.000000,1.338150,0.513046,1.235893,15.53
449,LASSO-ADMM,0.083522,1.068358,0.375121,1.000337,17.49
450,ASL-SR-DPT,1.259486,1.422245,0.285697,1.393255,15.00
450,OMP,0.000003,1.532157,0.589385,1.414260,14.36
450,LASSO-ADMM,0.078672,1.118418,0.473926,1.013042,17.09
451,ASL-SR-DPT,1.298987,1.415548,0.440028,1.345419,15.04
451,OMP,0.000000,1.955569,0.309754,1.930882,12.24
451,LASSO-ADMM,0.090681,1.108322,0.596107,0.934363,17.17
452,ASL-SR-DPT,1.092302,1.295043,0.027564,1.294750,15.82
452,OMP,0.000000,1.368022,0.489325,1.277516,15.34
452,LASSO-ADMM,0.073047,1.090503,0.486968,0.975736,17.31
453,ASL-SR-DPT,0.939720,1.205240,0.175741,1.192359,16.44
453,OMP,0.000000,1.077015,0.160791,1.064945,17.42
453,LASSO-ADMM,0.076765,1.005463,0.472591,0.887476,18.01
454,ASL-SR-DPT,1.047139,1.401850,0.212533,1.385646,15.13
454,OMP,0.000000,1.668889,0.310944,1.639666,13.61
454,LASSO-ADMM,0.088711,1.305747,0.567194,1.176124,15.74
455,ASL-SR-DPT,0.928594,1.251393,0.045890,1.250551,16.11
455,OMP,0.000000,1.792886,0.194530,1.782301,12.99
455,LASSO-ADMM,0.095279,1.107018,0.530921,0.971396,17.18
456,ASL-SR-DPT,1.085358,1.516746,0.540139,1.417310,14.44
456,OMP,0.000000,1.059269,0.362718,0.995232,17.56
456,LASSO-ADMM,0.087535,1.354715,0.805906,1.088930,15.42
457,ASL-SR-DPT,0.997755,1.414065,0.656460,1.252453,15.05
457,OMP,0.000000,1.186872,0.353420,1.133031,16.57
457,LASSO-ADMM,0.083252,0.755385,0.051424,0.753632,20.50
458,ASL-SR-DPT,0.625534,0.810841,0.008035,0.810801,19.88
458,OMP,0.000000,0.997897,0.000250,0.997897,18.08
458,LASSO-ADMM,0.082126,0.758220,0.284443,0.702843,20.47
459,ASL-SR-DPT,0.586438,0.716009,0.184459,0.691841,20.96
459,OMP,0.000000,1.030916,0.151072,1.019787,17.80
459,LASSO-ADMM,0.087750,0.638318,0.060884,0.635407,21.96
460,ASL-SR-DPT,0.487091,0.697780,0.183564,0.673202,21.19
460,OMP,0.000000,0.656763,0.005513,0.656740,21.71
460,LASSO-ADMM,0.088990,0.842159,0.358659,0.761968,19.55
461,ASL-SR-DPT,0.667249,0.732531,0.132761,0.720400,20.77
461,OMP,0.000000,1.090044,0.117131,1.083733,17.31
461,LASSO-ADMM,0.080675,0.561648,0.135237,0.545123,23.07
462,ASL-SR-DPT,0.566770,0.805651,0.202653,0.779747,19.94
462,OMP,0.000000,0.929942,0.113380,0.923004,18.69
462,LASSO-ADMM,0.096126,0.713015,0.285152,0.653513,21.00
463,ASL-SR-DPT,0.896304,1.187903,0.331047,1.140842,16.57
463,OMP,0.000000,1.363629,0.129205,1.357495,15.37
463,LASSO-ADMM,0.091782,1.052064,0.521541,0.913692,17.62
464,ASL-SR-DPT,0.901147,1.156033,0.490626,1.046756,16.80
464,OMP,0.000000,1.153421,0.064494,1.151617,16.82
464,LASSO-ADMM,0.081562,0.624233,0.042303,0.622798,22.15
465,ASL-SR-DPT,1.126954,1.146762,0.292918,1.108721,16.87
465,OMP,0.000000,0.961638,0.249555,0.928692,18.40
465,LASSO-ADMM,0.072865,0.836166,0.442108,0.709728,19.62
466,ASL-SR-DPT,0.799253,1.103573,0.163362,1.091415,17.21
466,OMP,0.000000,1.195135,0.080396,1.192428,16.51
466,LASSO-ADMM,0.080239,0.911402,0.257121,0.874381,18.87
467,ASL-SR-DPT,0.551640,0.885177,0.110803,0.878214,19.12
467,OMP,0.000000,1.481716,0.544201,1.378161,14.65
467,LASSO-ADMM,0.081010,0.863346,0.468369,0.725256,19.34
468,ASL-SR-DPT,0.640979,0.943544,0.086080,0.939609,18.57
468,OMP,0.000000,1.172861,0.059085,1.171372,16.68
468,LASSO-ADMM,0.090190,0.897953,0.234007,0.866926,19.00
469,ASL-SR-DPT,0.838378,1.050046,0.049919,1.048858,17.64
469,OMP,0.000000,0.849083,0.130860,0.838939,19.48
469,LASSO-ADMM,0.070957,0.883409,0.312487,0.826295,19.14
470,ASL-SR-DPT,0.941856,1.112251,0.181713,1.097307,17.14
470,OMP,0.000000,1.252219,0.138091,1.244581,16.11
470,LASSO-ADMM,0.079265,1.082139,0.529033,0.944007,17.38
471,ASL-SR-DPT,0.854627,1.066870,0.096553,1.062492,17.50
471,OMP,0.000000,0.943004,0.123958,0.934821,18.57
471,LASSO-ADMM,0.082726,1.091385,0.571034,0.930076,17.30
472,ASL-SR-DPT,0.904453,1.015377,0.046438,1.014314,17.93
472,OMP,0.000000,1.181030,0.310118,1.139588,16.62
472,LASSO-ADMM,0.079772,0.670987,0.197485,0.641267,21.53
473,ASL-SR-DPT,0.832045,0.994395,0.096344,0.989717,18.11
473,OMP,0.000000,1.286669,0.142342,1.278771,15.87
473,LASSO-ADMM,0.068421,0.636036,0.092330,0.629299,21.99
474,ASL-SR-DPT,0.658877,1.067241,0.587848,0.890752,17.50
474,OMP,0.000000,0.936959,0.117123,0.929610,18.63
474,LASSO-ADMM,0.080869,1.649118,1.123188,1.207493,13.72
475,ASL-SR-DPT,0.673868,1.191420,0.598140,1.030393,16.54
475,OMP,0.000000,1.014553,0.149646,1.003456,17.94
475,LASSO-ADMM,0.083789,1.646919,1.119654,1.207774,13.73
476,ASL-SR-DPT,0.684879,0.883426,0.174900,0.865939,19.14
476,OMP,0.000034,0.995156,0.296096,0.950085,18.10
476,LASSO-ADMM,0.091905,1.625038,0.950156,1.318314,13.84
477,ASL-SR-DPT,0.946465,1.183068,0.494011,1.074990,16.60
477,OMP,0.000000,1.297072,0.058370,1.295758,15.80
477,LASSO-ADMM,0.099934,1.920932,1.287454,1.425637,12.39
478,ASL-SR-DPT,0.902435,1.605248,0.717059,1.436191,13.95
478,OMP,0.000000,1.140003,0.053125,1.138765,16.92
478,LASSO-ADMM,0.077688,1.989455,1.125506,1.640478,12.09
479,ASL-SR-DPT,0.836435,1.359400,0.409756,1.296175,15.39
479,OMP,0.000000,1.143718,0.345279,1.090354,16.90
479,LASSO-ADMM,0.087415,1.473893,0.880455,1.182015,14.69
480,ASL-SR-DPT,0.749471,1.069331,0.232046,1.043851,17.48
480,OMP,0.000018,1.512191,0.239218,1.493150,14.47
480,LASSO-ADMM,0.087004,1.210214,0.783740,0.922154,16.40
481,ASL-SR-DPT,0.713120,0.996627,0.237662,0.967875,18.09
481,OMP,0.000000,1.272002,0.343015,1.224879,15.97
481,LASSO-ADMM,0.091512,1.099601,0.709881,0.839757,17.24
482,ASL-SR-DPT,0.999105,1.053996,0.076502,1.051216,17.61
482,OMP,0.000000,1.282361,0.227188,1.262076,15.90
482,LASSO-ADMM,0.095629,1.095066,0.525290,0.960853,17.27
483,ASL-SR-DPT,0.881281,1.090014,0.170947,1.076525,17.31
483,OMP,0.000000,1.262068,0.280185,1.230574,16.04
483,LASSO-ADMM,0.086410,1.045773,0.453258,0.942443,17.67
484,ASL-SR-DPT,0.873068,1.193299,0.002123,1.193297,16.53
484,OMP,0.000000,0.891509,0.116089,0.883918,19.06
484,LASSO-ADMM,0.093366,1.192946,0.534603,1.066452,16.53
485,ASL-SR-DPT,0.969659,1.492981,0.093773,1.490034,14.58
485,OMP,0.000000,1.511844,0.426360,1.450480,14.47
485,LASSO-ADMM,0.078287,1.976713,1.073629,1.659733,12.14
486,ASL-SR-DPT,1.229295,2.005914,0.714021,1.874530,12.02
486,OMP,0.000000,1.784044,0.021528,1.783915,13.03
486,LASSO-ADMM,0.087479,2.356400,1.385307,1.906186,10.62
487,ASL-SR-DPT,1.263682,2.010224,0.974391,1.758284,12.00
487,OMP,0.000000,1.361828,0.453761,1.284007,15.38
487,LASSO-ADMM,0.085329,2.871923,1.855125,2.192362,8.90
488,ASL-SR-DPT,1.029134,2.258156,1.452758,1.728804,10.99
488,OMP,0.000000,1.411408,0.342164,1.369305,15.07
488,LASSO-ADMM,0.087367,2.800976,1.959939,2.001026,9.12
489,ASL-SR-DPT,0.822693,1.744499,1.197606,1.268471,13.23
489,OMP,0.000000,1.037338,0.205977,1.016682,17.74
489,LASSO-ADMM,0.073934,2.732262,1.966569,1.896803,9.33
490,ASL-SR-DPT,0.690400,1.675385,1.259589,1.104695,13.58
490,OMP,0.000000,1.130641,0.602578,0.956686,17.00
490,LASSO-ADMM,0.087705,2.652632,1.987240,1.757081,9.59
491,ASL-SR-DPT,0.613196,1.329841,1.123282,0.711839,15.59
491,OMP,0.000000,0.485689,0.253018,0.414579,24.33
491,LASSO-ADMM,0.075154,2.531130,1.886381,1.687657,10.00
492,ASL-SR-DPT,0.582660,1.549303,1.210288,0.967235,14.26
492,OMP,0.000000,0.286771,0.062338,0.279913,28.91
492,LASSO-ADMM,0.084271,2.512598,1.864248,1.684557,10.06
493,ASL-SR-DPT,0.569943,1.680074,1.270569,1.099228,13.56
493,OMP,0.000017,0.411962,0.077235,0.404658,25.76
493,LASSO-ADMM,0.074128,2.534537,1.879233,1.700694,9.98
494,ASL-SR-DPT,0.641937,1.661151,1.275553,1.064137,13.65
494,OMP,0.000000,0.409311,0.170391,0.372159,25.82
494,LASSO-ADMM,0.081915,2.566729,1.870354,1.757804,9.87
495,ASL-SR-DPT,0.643703,1.612430,1.254861,1.012549,13.91
495,OMP,0.000024,0.525798,0.235705,0.470007,23.65
495,LASSO-ADMM,0.075059,2.555025,1.910218,1.696827,9.91
496,ASL-SR-DPT,0.598200,1.496390,1.228598,0.854242,14.56
496,OMP,0.000000,0.360443,0.179851,0.312367,26.93
496,LASSO-ADMM,0.088809,2.518745,1.915514,1.635506,10.04
497,ASL-SR-DPT,0.554867,1.769021,1.422476,1.051663,13.11
497,OMP,0.000000,0.474415,0.242431,0.407795,24.54
497,LASSO-ADMM,0.087447,2.545715,1.935018,1.654198,9.95
498,ASL-SR-DPT,0.590475,1.497681,1.169649,0.935398,14.55
498,OMP,0.000002,0.386390,0.099590,0.373335,26.32
498,LASSO-ADMM,0.081398,2.536616,1.869264,1.714723,9.98
499,ASL-SR-DPT,0.621548,1.623208,1.305617,0.964452,13.85
499,OMP,0.000040,0.394015,0.032319,0.392687,26.15
499,LASSO-ADMM,0.086142,2.523559,1.895779,1.665644,10.02
