patch_id,solver,measurement_residual,coefficient_error,DC_error,AC_error,patch_psnr
134,ASL-SR-DPT,0.960733,1.060812,0.119242,1.054089,17.55
134,OMP,0.000000,1.210582,0.333202,1.163823,16.40
134,LASSO-ADMM,0.095472,0.688782,0.223895,0.651377,21.30
135,ASL-SR-DPT,1.145579,1.311049,0.106703,1.306700,15.71
135,OMP,0.000000,1.602002,0.304606,1.572777,13.97
135,LASSO-ADMM,0.088947,1.408201,0.655541,1.246313,15.09
136,ASL-SR-DPT,1.003547,1.277982,0.089889,1.274817,15.93
136,OMP,0.000000,1.133950,0.186304,1.118541,16.97
136,LASSO-ADMM,0.084862,1.085851,0.568788,0.924961,17.35
137,ASL-SR-DPT,0.920227,1.113264,0.049280,1.112172,17.13
137,OMP,0.000000,1.251691,0.177223,1.239081,16.11
137,LASSO-ADMM,0.079993,1.329603,0.737100,1.106584,15.59
138,ASL-SR-DPT,1.201942,1.500815,0.256968,1.478652,14.54
138,OMP,0.000000,1.378575,0.032961,1.378181,15.27
138,LASSO-ADMM,0.080685,1.335393,0.605319,1.190320,15.55
139,ASL-SR-DPT,1.041179,1.421231,0.018286,1.421114,15.01
139,OMP,0.000000,1.802108,0.358548,1.766079,12.95
139,LASSO-ADMM,0.088592,1.240867,0.392362,1.177201,16.19
140,ASL-SR-DPT,1.076101,1.377596,0.029130,1.377288,15.28
140,OMP,0.000000,1.569110,0.123845,1.564215,14.15
140,LASSO-ADMM,0.076058,1.017520,0.343257,0.957873,17.91
141,ASL-SR-DPT,0.792338,1.224718,0.056221,1.223427,16.30
141,OMP,0.000000,1.086972,0.298866,1.045078,17.34
141,LASSO-ADMM,0.088912,0.941038,0.323774,0.883585,18.59
142,ASL-SR-DPT,0.731108,0.900523,0.121975,0.892224,18.97
142,OMP,0.000017,1.307994,0.060675,1.306586,15.73
142,LASSO-ADMM,0.079321,0.793098,0.129282,0.782490,20.08
143,ASL-SR-DPT,0.832721,0.970141,0.089962,0.965960,18.33
143,OMP,0.000000,1.056251,0.281053,1.018173,17.59
143,LASSO-ADMM,0.075015,0.906577,0.375289,0.825252,18.91
144,ASL-SR-DPT,0.811960,1.217078,0.312640,1.176237,16.36
144,OMP,0.000000,1.233664,0.068989,1.231734,16.24
144,LASSO-ADMM,0.082410,1.066693,0.494385,0.945208,17.50
145,ASL-SR-DPT,0.919415,1.199776,0.019723,1.199614,16.48
145,OMP,0.000000,1.326187,0.498054,1.229111,15.61
145,LASSO-ADMM,0.081162,1.099108,0.349354,1.042109,17.24
146,ASL-SR-DPT,0.981541,1.150772,0.228889,1.127779,16.84
146,OMP,0.000007,1.179045,0.084904,1.175984,16.63
146,LASSO-ADMM,0.080384,1.023100,0.613884,0.818462,17.86
147,ASL-SR-DPT,0.852958,1.216324,0.241782,1.192050,16.36
147,OMP,0.000000,1.374374,0.372045,1.323060,15.30
147,LASSO-ADMM,0.084990,1.074544,0.504143,0.948938,17.44
148,ASL-SR-DPT,0.847139,1.212624,0.115455,1.207115,16.39
148,OMP,0.000000,1.220653,0.386839,1.157734,16.33
148,LASSO-ADMM,0.089285,0.849146,0.270177,0.805018,19.48
149,ASL-SR-DPT,0.804796,1.283272,0.189510,1.269202,15.90
149,OMP,0.000008,1.773771,0.168694,1.765731,13.08
149,LASSO-ADMM,0.094757,1.055367,0.219648,1.032257,17.59
150,ASL-SR-DPT,1.013573,1.165440,0.047035,1.164491,16.73
150,OMP,0.000000,1.406575,0.152322,1.398303,15.10
150,LASSO-ADMM,0.078930,1.125302,0.444812,1.033657,17.04
151,ASL-SR-DPT,0.935062,1.120406,0.403361,1.045279,17.07
151,OMP,0.000000,1.454676,0.146477,1.447283,14.81
151,LASSO-ADMM,0.082706,1.061558,0.548620,0.908802,17.54
152,ASL-SR-DPT,0.989708,1.215046,0.626622,1.041001,16.37
152,OMP,0.000000,1.771313,0.863289,1.546700,13.10
152,LASSO-ADMM,0.075254,0.746515,0.059325,0.744154,20.60
153,ASL-SR-DPT,0.959170,0.966741,0.292443,0.921447,18.36
153,OMP,0.000000,1.558334,0.305941,1.528007,14.21
153,LASSO-ADMM,0.080406,0.876233,0.357757,0.799871,19.21
154,ASL-SR-DPT,0.883248,0.926465,0.135927,0.916439,18.73
154,OMP,0.000000,1.260003,0.035318,1.259508,16.05
154,LASSO-ADMM,0.092055,0.753851,0.153898,0.737975,20.52
155,ASL-SR-DPT,0.734089,0.839053,0.030608,0.838494,19.59
155,OMP,0.000000,1.376853,0.025411,1.376619,15.28
155,LASSO-ADMM,0.075034,0.703306,0.210278,0.671136,21.12
156,ASL-SR-DPT,0.865246,0.885095,0.288474,0.836765,19.12
156,OMP,0.000000,1.022244,0.025884,1.021916,17.87
156,LASSO-ADMM,0.086563,0.846923,0.379500,0.757138,19.50
157,ASL-SR-DPT,0.648225,0.881417,0.422277,0.773678,19.16
157,OMP,0.000000,1.030420,0.059833,1.028682,17.80
157,LASSO-ADMM,0.079308,0.867592,0.526032,0.689933,19.30
158,ASL-SR-DPT,0.678274,1.730162,1.143302,1.298584,13.30
158,OMP,0.000019,0.704664,0.054634,0.702543,21.10
158,LASSO-ADMM,0.092041,2.061259,1.479738,1.434979,11.78
159,ASL-SR-DPT,0.880996,1.227843,0.494369,1.123921,16.28
159,OMP,0.000000,1.478150,0.129133,1.472499,14.67
159,LASSO-ADMM,0.080827,1.860636,1.220310,1.404568,12.67
160,ASL-SR-DPT,0.842249,1.614956,0.732469,1.439295,13.90
160,OMP,0.000000,1.568862,0.261803,1.546863,14.15
160,LASSO-ADMM,0.082493,1.813517,1.131547,1.417197,12.89
161,ASL-SR-DPT,0.881920,1.661640,0.812719,1.449323,13.65
161,OMP,0.000000,1.400916,0.522219,1.299943,15.13
161,LASSO-ADMM,0.092722,1.755309,1.092808,1.373638,13.17
162,ASL-SR-DPT,0.798322,2.019125,1.073454,1.710135,11.96
162,OMP,0.000031,0.752948,0.055520,0.750898,20.53
162,LASSO-ADMM,0.104308,2.537808,1.587717,1.979804,9.97
163,ASL-SR-DPT,0.999188,1.644021,0.932499,1.353975,13.74
163,OMP,0.000000,1.047241,0.067432,1.045068,17.66
163,LASSO-ADMM,0.089853,2.198092,1.510291,1.597070,11.22
164,ASL-SR-DPT,0.640064,1.083586,0.665682,0.855001,17.36
164,OMP,0.000000,0.828333,0.097800,0.822539,19.70
164,LASSO-ADMM,0.081715,1.856915,1.292595,1.333166,12.69
165,ASL-SR-DPT,0.494501,0.881919,0.434937,0.767210,19.15
165,OMP,0.000000,0.988083,0.022508,0.987827,18.17
165,LASSO-ADMM,0.079637,1.602721,1.055764,1.205851,13.96
166,ASL-SR-DPT,0.675405,1.036325,0.213875,1.014015,17.75
166,OMP,0.000000,0.765163,0.002781,0.765158,20.39
166,LASSO-ADMM,0.079799,1.769973,1.019356,1.446968,13.10
167,ASL-SR-DPT,0.644336,0.796671,0.198900,0.771442,20.04
167,OMP,0.000027,0.900922,0.119294,0.892989,18.97
167,LASSO-ADMM,0.090829,1.248487,0.854734,0.910027,16.13
168,ASL-SR-DPT,0.765608,1.241572,0.422982,1.167299,16.18
168,OMP,0.000000,0.797750,0.089521,0.792711,20.02
168,LASSO-ADMM,0.091849,1.206126,0.749994,0.944589,16.43
169,ASL-SR-DPT,0.710642,0.891674,0.241567,0.858329,19.06
169,OMP,0.000014,0.820278,0.035275,0.819520,19.78
169,LASSO-ADMM,0.093517,1.324605,0.819989,1.040287,15.62
170,ASL-SR-DPT,0.586793,0.910001,0.064769,0.907693,18.88
170,OMP,0.000000,1.218566,0.138237,1.210699,16.34
170,LASSO-ADMM,0.081748,1.344306,0.691337,1.152914,15.49
171,ASL-SR-DPT,0.704294,1.312792,0.418058,1.244447,15.70
171,OMP,0.000000,1.461433,0.325639,1.424691,14.77
171,LASSO-ADMM,0.088661,2.020276,1.227143,1.604878,11.95
172,ASL-SR-DPT,1.134402,2.033182,0.890581,1.827757,11.90
172,OMP,0.000000,0.893381,0.082090,0.889602,19.04
172,LASSO-ADMM,0.093104,2.172221,1.364037,1.690546,11.32
173,ASL-SR-DPT,1.224779,2.299940,1.329898,1.876458,10.83
173,OMP,0.000005,0.944216,0.284457,0.900349,18.56
173,LASSO-ADMM,0.081947,2.892721,1.923392,2.160647,8.84
174,ASL-SR-DPT,0.983896,2.291215,1.494119,1.737030,10.86
174,OMP,0.000025,0.882196,0.206390,0.857714,19.15
174,LASSO-ADMM,0.089560,2.894630,1.992075,2.100124,8.83
175,ASL-SR-DPT,0.658596,1.463637,1.119251,0.943138,14.75
175,OMP,0.000008,0.726936,0.143961,0.712539,20.83
175,LASSO-ADMM,0.087146,2.642102,1.977506,1.752192,9.62
176,ASL-SR-DPT,0.577115,1.590463,1.275707,0.949814,14.03
176,OMP,0.000012,0.395013,0.281052,0.277570,26.13
176,LASSO-ADMM,0.078121,2.530609,1.933410,1.632761,10.00
177,ASL-SR-DPT,0.576652,1.634681,1.230799,1.075786,13.79
177,OMP,0.000000,0.362660,0.107638,0.346318,26.87
177,LASSO-ADMM,0.076841,2.549928,1.895549,1.705587,9.93
178,ASL-SR-DPT,0.559909,1.720384,1.299817,1.127030,13.35
178,OMP,0.000000,0.387569,0.224054,0.316243,26.29
178,LASSO-ADMM,0.070094,2.562969,1.901073,1.718933,9.89
179,ASL-SR-DPT,0.578600,1.513455,1.161248,0.970592,14.46
179,OMP,0.000018,0.367201,0.173841,0.323443,26.76
179,LASSO-ADMM,0.077690,2.539274,1.862390,1.726099,9.97
180,ASL-SR-DPT,0.558911,1.720273,1.320170,1.102946,13.35
180,OMP,0.000000,0.341716,0.069925,0.334486,27.39
180,LASSO-ADMM,0.081725,2.530585,1.868799,1.706297,10.00
181,ASL-SR-DPT,0.581207,1.353209,1.087987,0.804647,15.43
181,OMP,0.000000,0.343500,0.165098,0.301222,27.34
181,LASSO-ADMM,0.088013,2.511860,1.864007,1.683722,10.06
182,ASL-SR-DPT,0.618440,1.539933,1.274104,0.864901,14.31
182,OMP,0.000000,0.436004,0.165410,0.403409,25.27
182,LASSO-ADMM,0.087924,2.503225,1.888827,1.642702,10.09
183,ASL-SR-DPT,0.536274,1.670454,1.287052,1.064854,13.61
183,OMP,0.000029,0.368271,0.088450,0.357491,26.74
183,LASSO-ADMM,0.083329,2.447711,1.824389,1.631837,10.29
184,ASL-SR-DPT,0.613500,1.522813,1.101749,1.051241,14.41
184,OMP,0.000024,0.460152,0.076233,0.453793,24.80
184,LASSO-ADMM,0.075137,2.456549,1.770787,1.702629,10.26
185,ASL-SR-DPT,0.607740,1.527279,1.219200,0.919855,14.38
185,OMP,0.000000,0.391041,0.071189,0.384506,26.22
185,LASSO-ADMM,0.079574,2.488409,1.838391,1.677050,10.14
186,ASL-SR-DPT,0.559826,1.617103,1.257445,1.016787,13.89
186,OMP,0.000000,0.391260,0.177247,0.348809,26.21
186,LASSO-ADMM,0.081691,2.493145,1.855297,1.665426,10.13
187,ASL-SR-DPT,0.522799,1.435548,1.147009,0.863232,14.92
187,OMP,0.000000,0.414573,0.265197,0.318656,25.71
187,LASSO-ADMM,0.083428,2.509936,1.882213,1.660438,10.07
188,ASL-SR-DPT,0.591063,1.604837,1.236194,1.023389,13.95
188,OMP,0.000010,0.339838,0.093896,0.326609,27.44
188,LASSO-ADMM,0.082629,2.565455,1.886905,1.738145,9.88
189,ASL-SR-DPT,0.608909,1.414007,1.156228,0.813975,15.05
189,OMP,0.000039,0.370916,0.188835,0.319249,26.68
189,LASSO-ADMM,0.080732,2.533213,1.910964,1.662944,9.99
190,ASL-SR-DPT,0.634672,1.763909,1.380302,1.098244,13.13
190,OMP,0.000000,0.379812,0.110253,0.363457,26.47
190,LASSO-ADMM,0.083204,2.538780,1.909247,1.673374,9.97
191,ASL-SR-DPT,0.569474,1.760165,1.321704,1.162446,13.15
191,OMP,0.000036,0.310185,0.124955,0.283903,28.23
191,LASSO-ADMM,0.075225,2.557313,1.892266,1.720226,9.91
192,ASL-SR-DPT,0.579840,1.536701,1.193695,0.967750,14.33
192,OMP,0.000000,0.435498,0.277144,0.335931,25.28
192,LASSO-ADMM,0.086788,2.537351,1.894723,1.687653,9.97
193,ASL-SR-DPT,0.572286,1.585967,1.293673,0.917443,14.06
193,OMP,0.000013,0.395315,0.224493,0.325387,26.12
193,LASSO-ADMM,0.082083,2.531862,1.907677,1.664660,9.99
194,ASL-SR-DPT,0.631738,1.727684,1.379660,1.039919,13.31
194,OMP,0.000051,0.427697,0.274465,0.328015,25.44
194,LASSO-ADMM,0.078347,2.537794,1.911592,1.669195,9.97
195,ASL-SR-DPT,0.568333,1.599849,1.297776,0.935572,13.98
195,OMP,0.000000,0.446806,0.103929,0.434551,25.06
195,LASSO-ADMM,0.081596,2.559089,1.944758,1.663386,9.90
196,ASL-SR-DPT,0.612379,1.767834,1.344129,1.148283,13.11
196,OMP,0.000047,0.509038,0.185348,0.474094,23.93
196,LASSO-ADMM,0.080323,2.536976,1.893602,1.688348,9.98
197,ASL-SR-DPT,0.547390,1.572383,1.288028,0.901872,14.13
197,OMP,0.000000,0.451756,0.287421,0.348529,24.96
197,LASSO-ADMM,0.073980,2.550605,1.937100,1.659286,9.93
198,ASL-SR-DPT,0.626353,1.760340,1.360062,1.117600,13.15
198,OMP,0.000039,0.346467,0.158358,0.308159,27.27
198,LASSO-ADMM,0.082348,2.525264,1.896705,1.667175,10.02
199,ASL-SR-DPT,0.587160,1.543407,1.204886,0.964548,14.29
199,OMP,0.000000,0.509165,0.253170,0.441763,23.92
199,LASSO-ADMM,0.084547,2.540347,1.908507,1.676594,9.96
200,ASL-SR-DPT,0.564861,1.760933,1.313534,1.172822,13.15
200,OMP,0.000000,0.477693,0.176192,0.444012,24.48
200,LASSO-ADMM,0.075597,2.579653,1.913207,1.730391,9.83
201,ASL-SR-DPT,0.639427,1.602562,1.239974,1.015219,13.97
201,OMP,0.000015,0.471826,0.224490,0.414999,24.59
201,LASSO-ADMM,0.078616,2.561972,1.890204,1.729402,9.89
202,ASL-SR-DPT,0.563010,1.533316,1.207775,0.944637,14.35
202,OMP,0.000000,0.501836,0.263942,0.426819,24.05
202,LASSO-ADMM,0.079203,2.562289,1.938460,1.675620,9.89
203,ASL-SR-DPT,0.598996,1.713106,1.298282,1.117674,13.39
203,OMP,0.000003,0.716881,0.023865,0.716484,20.95
203,LASSO-ADMM,0.102284,2.378155,1.742304,1.618641,10.54
204,ASL-SR-DPT,0.682244,1.375461,1.019410,0.923415,15.29
204,OMP,0.000000,0.553335,0.001534,0.553333,23.20
204,LASSO-ADMM,0.084205,2.430651,1.768324,1.667662,10.35
205,ASL-SR-DPT,0.632142,1.414965,1.048034,0.950658,15.05
205,OMP,0.000000,0.693699,0.183832,0.668897,21.24
205,LASSO-ADMM,0.081516,2.366291,1.729428,1.615058,10.58
206,ASL-SR-DPT,0.648063,1.767330,1.264268,1.234942,13.12
206,OMP,0.000048,0.665612,0.181664,0.640341,21.60
206,LASSO-ADMM,0.091708,2.500384,1.827502,1.706505,10.10
207,ASL-SR-DPT,0.579897,1.623252,1.290371,0.984829,13.85
207,OMP,0.000030,0.297554,0.145951,0.259301,28.59
207,LASSO-ADMM,0.085941,2.511251,1.896598,1.645994,10.06
208,ASL-SR-DPT,0.782306,1.315430,0.969378,0.889193,15.68
208,OMP,0.000000,1.279356,0.233046,1.257951,15.92
208,LASSO-ADMM,0.096793,2.294741,1.657769,1.586707,10.85
209,ASL-SR-DPT,0.676150,1.414224,0.826225,1.147773,15.05
209,OMP,0.000019,0.899523,0.262512,0.860366,18.98
209,LASSO-ADMM,0.081988,1.728831,1.209593,1.235209,13.31
210,ASL-SR-DPT,0.685175,1.121518,0.692385,0.882273,17.07
210,OMP,0.000000,1.076561,0.416596,0.992688,17.42
210,LASSO-ADMM,0.088856,1.234347,0.835591,0.908515,16.23
211,ASL-SR-DPT,0.648265,0.935308,0.484179,0.800232,18.64
211,OMP,0.000000,1.437195,0.591283,1.309928,14.91
211,LASSO-ADMM,0.095877,1.142143,0.691231,0.909225,16.91
212,ASL-SR-DPT,0.673572,0.627239,0.263361,0.569271,22.11
212,OMP,0.000000,0.689988,0.012620,0.689873,21.28
212,LASSO-ADMM,0.071882,0.814056,0.536677,0.612098,19.85
213,ASL-SR-DPT,0.783412,0.749305,0.197360,0.722847,20.57
213,OMP,0.000000,0.767283,0.209070,0.738250,20.36
213,LASSO-ADMM,0.082178,1.146318,0.648580,0.945192,16.88
214,ASL-SR-DPT,0.731006,0.806331,0.315434,0.742072,19.93
214,OMP,0.000000,1.031243,0.401594,0.949834,17.79
214,LASSO-ADMM,0.094195,1.258286,0.719375,1.032368,16.07
215,ASL-SR-DPT,0.553114,0.688998,0.418838,0.547076,21.30
215,OMP,0.000000,0.699387,0.210286,0.667025,21.17
215,LASSO-ADMM,0.086005,1.025887,0.738676,0.711901,17.84
216,ASL-SR-DPT,0.537342,0.604385,0.177264,0.577805,22.44
216,OMP,0.000000,0.639854,0.079563,0.634888,21.94
216,LASSO-ADMM,0.081347,0.755088,0.459459,0.599213,20.50
217,ASL-SR-DPT,0.594864,0.445208,0.215540,0.389554,25.09
217,OMP,0.000000,0.714680,0.041945,0.713449,20.98
217,LASSO-ADMM,0.066183,0.792745,0.470008,0.638387,20.08
218,ASL-SR-DPT,0.538370,0.586732,0.064300,0.583198,22.69
218,OMP,0.000000,0.664481,0.059057,0.661851,21.61
218,LASSO-ADMM,0.086781,0.602099,0.347633,0.491605,22.47
219,ASL-SR-DPT,0.482849,0.551623,0.084063,0.545181,23.23
219,OMP,0.000000,0.667121,0.053116,0.665003,21.58
219,LASSO-ADMM,0.084996,0.698926,0.346458,0.607012,21.17
220,ASL-SR-DPT,0.655902,0.644560,0.177562,0.619620,21.88
220,OMP,0.000000,0.736497,0.124780,0.725849,20.72
220,LASSO-ADMM,0.079415,0.882054,0.436223,0.766635,19.15
221,ASL-SR-DPT,0.658536,0.704027,0.182484,0.679966,21.11
221,OMP,0.000000,1.018551,0.305159,0.971764,17.90
221,LASSO-ADMM,0.092587,0.970180,0.554878,0.795839,18.32
222,ASL-SR-DPT,0.624367,0.658650,0.146065,0.642250,21.69
222,OMP,0.000000,1.072874,0.375288,1.005096,17.45
222,LASSO-ADMM,0.084048,0.969631,0.446578,0.860669,18.33
223,ASL-SR-DPT,0.630130,0.638258,0.122739,0.626345,21.96
223,OMP,0.000013,1.188207,0.263312,1.158664,16.56
223,LASSO-ADMM,0.092509,0.982691,0.580734,0.792736,18.21
224,ASL-SR-DPT,0.643795,0.726854,0.247033,0.683587,20.83
224,OMP,0.000024,0.634265,0.100378,0.626272,22.02
224,LASSO-ADMM,0.077813,1.088305,0.638433,0.881369,17.33
225,ASL-SR-DPT,0.791033,1.468261,0.641454,1.320730,14.73
225,OMP,0.000000,0.854465,0.133600,0.843956,19.43
225,LASSO-ADMM,0.095128,1.707447,1.013132,1.374387,13.41
226,ASL-SR-DPT,0.917538,1.610986,0.836406,1.376845,13.92
226,OMP,0.000000,0.785818,0.349804,0.703667,20.16
226,LASSO-ADMM,0.089371,2.434264,1.536686,1.887919,10.33
227,ASL-SR-DPT,0.777299,1.941393,1.281631,1.458227,12.30
227,OMP,0.000033,0.643681,0.062658,0.640624,21.89
227,LASSO-ADMM,0.090265,2.372920,1.620208,1.733688,10.56
228,ASL-SR-DPT,0.619116,1.558077,1.159007,1.041300,14.21
228,OMP,0.000001,0.618136,0.104574,0.609226,22.24
228,LASSO-ADMM,0.082905,2.413093,1.758737,1.652229,10.41
229,ASL-SR-DPT,0.537726,1.032754,0.871325,0.554411,17.78
229,OMP,0.000000,0.569748,0.300402,0.484119,22.95
229,LASSO-ADMM,0.077046,2.541634,1.881612,1.708637,9.96
230,ASL-SR-DPT,0.611661,1.592685,1.175796,1.074313,14.02
230,OMP,0.000000,0.730365,0.037830,0.729385,20.79
230,LASSO-ADMM,0.078694,2.454255,1.830634,1.634670,10.26
231,ASL-SR-DPT,0.639908,1.420410,1.123666,0.868872,15.01
231,OMP,0.000000,0.540714,0.202555,0.501341,23.40
231,LASSO-ADMM,0.082829,2.483153,1.857074,1.648431,10.16
232,ASL-SR-DPT,0.694858,1.647919,1.286537,1.029786,13.72
232,OMP,0.000000,0.545960,0.101801,0.536385,23.32
232,LASSO-ADMM,0.079160,2.501701,1.850332,1.683681,10.10
233,ASL-SR-DPT,0.825414,1.625669,1.220130,1.074282,13.84
233,OMP,0.000000,0.878823,0.008847,0.878779,19.18
233,LASSO-ADMM,0.093880,2.410233,1.779542,1.625562,10.42
234,ASL-SR-DPT,0.744599,1.286305,0.697308,1.080899,15.87
234,OMP,0.000000,0.667730,0.350865,0.568117,21.57
234,LASSO-ADMM,0.093026,2.049226,1.429722,1.468067,11.83
235,ASL-SR-DPT,0.867510,1.507133,0.865947,1.233526,14.50
235,OMP,0.000000,1.107638,0.068492,1.105518,17.17
235,LASSO-ADMM,0.079479,1.712760,1.124901,1.291567,13.39
236,ASL-SR-DPT,0.784833,1.061208,0.518373,0.925987,17.55
236,OMP,0.000000,1.132249,0.303406,1.090840,16.98
236,LASSO-ADMM,0.083094,1.397355,0.889669,1.077539,15.16
237,ASL-SR-DPT,0.793433,0.930616,0.494187,0.788559,18.69
237,OMP,0.000025,0.977189,0.205415,0.955355,18.26
237,LASSO-ADMM,0.077790,1.694271,1.078115,1.306990,13.48
238,ASL-SR-DPT,0.632258,0.783141,0.343602,0.703738,20.19
238,OMP,0.000000,0.725138,0.295802,0.662062,20.85
238,LASSO-ADMM,0.085566,1.450532,0.880510,1.152713,14.83
239,ASL-SR-DPT,0.541182,0.734926,0.518056,0.521281,20.74
239,OMP,0.000000,0.763208,0.028334,0.762682,20.41
239,LASSO-ADMM,0.076842,1.618321,1.085376,1.200384,13.88
240,ASL-SR-DPT,0.495925,0.599999,0.277868,0.531779,22.50
240,OMP,0.000000,0.763930,0.031635,0.763274,20.40
240,LASSO-ADMM,0.079974,1.489188,0.921452,1.169875,14.60
241,ASL-SR-DPT,0.557885,0.718818,0.383558,0.607933,20.93
241,OMP,0.000034,0.675070,0.112498,0.665631,21.47
241,LASSO-ADMM,0.076813,1.585679,1.043237,1.194166,14.06
242,ASL-SR-DPT,0.646884,0.650446,0.484667,0.433794,21.80
242,OMP,0.000026,0.713443,0.089213,0.707843,20.99
242,LASSO-ADMM,0.088746,1.572323,1.106628,1.116949,14.13
243,ASL-SR-DPT,0.607244,0.972907,0.654914,0.719469,18.30
243,OMP,0.000039,0.858686,0.173580,0.840959,19.39
243,LASSO-ADMM,0.087422,2.027182,1.434667,1.432201,11.92
244,ASL-SR-DPT,0.729193,1.527088,1.070667,1.088886,14.38
244,OMP,0.000020,0.628601,0.006858,0.628564,22.09
244,LASSO-ADMM,0.083700,2.324026,1.655804,1.630769,10.74
245,ASL-SR-DPT,0.669538,1.573559,1.023584,1.195142,14.12
245,OMP,0.000000,0.597966,0.205230,0.561644,22.53
245,LASSO-ADMM,0.089568,2.364981,1.669222,1.675361,10.59
246,ASL-SR-DPT,0.543540,1.259323,0.853552,0.925929,16.06
246,OMP,0.000032,0.604753,0.036805,0.603632,22.43
246,LASSO-ADMM,0.080725,2.458611,1.757428,1.719365,10.25
247,ASL-SR-DPT,0.539622,1.342052,1.056878,0.827110,15.51
247,OMP,0.000045,0.536580,0.183168,0.504349,23.47
247,LASSO-ADMM,0.085929,2.512317,1.837606,1.713167,10.06
248,ASL-SR-DPT,0.591844,1.438644,1.218662,0.764564,14.90
248,OMP,0.000000,0.413209,0.177995,0.372906,25.74
248,LASSO-ADMM,0.087455,2.496378,1.882310,1.639760,10.12
249,ASL-SR-DPT,0.592042,1.436869,1.131186,0.886009,14.91
249,OMP,0.000000,0.440133,0.207639,0.388076,25.19
249,LASSO-ADMM,0.083282,2.450673,1.802249,1.660632,10.28
250,ASL-SR-DPT,0.611418,1.668805,1.179513,1.180534,13.61
250,OMP,0.000000,0.792853,0.102729,0.786170,20.08
250,LASSO-ADMM,0.093362,2.322371,1.701376,1.580736,10.74
251,ASL-SR-DPT,0.695659,1.320348,0.874590,0.989147,15.65
251,OMP,0.000000,0.766317,0.133371,0.754622,20.37
251,LASSO-ADMM,0.081807,2.239643,1.595396,1.571850,11.06
252,ASL-SR-DPT,0.640205,1.491137,0.958373,1.142371,14.59
252,OMP,0.000000,0.872081,0.084786,0.867950,19.25
252,LASSO-ADMM,0.081773,2.350533,1.617347,1.705637,10.64
253,ASL-SR-DPT,0.617212,1.191793,0.746010,0.929431,16.54
253,OMP,0.000000,0.771391,0.020993,0.771105,20.32
253,LASSO-ADMM,0.082744,2.287427,1.602638,1.632138,10.87
254,ASL-SR-DPT,0.570045,1.642431,1.163519,1.159225,13.75
254,OMP,0.000000,0.588881,0.122494,0.576000,22.66
254,LASSO-ADMM,0.086008,2.317261,1.653348,1.623619,10.76
255,ASL-SR-DPT,0.581617,1.554484,1.090262,1.108039,14.23
255,OMP,0.000000,0.678631,0.192632,0.650717,21.43
255,LASSO-ADMM,0.083813,2.383271,1.740010,1.628603,10.52
256,ASL-SR-DPT,0.601813,1.623898,1.160107,1.136309,13.85
256,OMP,0.000000,0.613241,0.041642,0.611826,22.31
256,LASSO-ADMM,0.080794,2.392933,1.715318,1.668476,10.48
257,ASL-SR-DPT,0.616590,1.776137,1.264111,1.247672,13.07
257,OMP,0.000000,0.869730,0.114456,0.862165,19.27
257,LASSO-ADMM,0.090047,2.275915,1.682895,1.532206,10.92
258,ASL-SR-DPT,0.855234,1.480820,0.861728,1.204265,14.65
258,OMP,0.000000,0.791156,0.225024,0.758480,20.10
258,LASSO-ADMM,0.095349,1.954874,1.448008,1.313319,12.24
259,ASL-SR-DPT,0.769284,1.656667,0.814644,1.442533,13.68
259,OMP,0.000000,1.032529,0.048170,1.031405,17.78
259,LASSO-ADMM,0.073524,1.995551,1.321781,1.495032,12.06
260,ASL-SR-DPT,0.564145,1.318037,0.890554,0.971666,15.66
260,OMP,0.000000,1.223160,0.004557,1.223152,16.31
260,LASSO-ADMM,0.078581,2.057692,1.465703,1.444234,11.79
261,ASL-SR-DPT,0.640748,1.226289,0.492557,1.123020,16.29
261,OMP,0.000000,0.792548,0.145289,0.779117,20.08
261,LASSO-ADMM,0.086782,1.839577,1.258823,1.341421,12.77
262,ASL-SR-DPT,0.713616,1.209960,0.595864,1.053067,16.41
262,OMP,0.000000,0.748877,0.168111,0.729763,20.57
262,LASSO-ADMM,0.096883,2.018882,1.361442,1.490758,11.96
263,ASL-SR-DPT,0.838884,1.546416,0.718821,1.369196,14.28
263,OMP,0.000000,1.296021,0.420903,1.225769,15.81
263,LASSO-ADMM,0.080496,2.064027,1.388901,1.526814,11.77
264,ASL-SR-DPT,0.931928,1.527369,0.799916,1.301150,14.38
264,OMP,0.000032,0.704858,0.002105,0.704855,21.10
264,LASSO-ADMM,0.085790,2.218077,1.452188,1.676609,11.14
265,ASL-SR-DPT,0.788386,1.459450,0.589233,1.335215,14.78
265,OMP,0.000000,1.214114,0.078203,1.211593,16.38
265,LASSO-ADMM,0.100979,1.819292,1.131381,1.424712,12.86
266,ASL-SR-DPT,1.129112,1.239757,0.293637,1.204481,16.20
266,OMP,0.000000,1.333215,0.393909,1.273694,15.56
266,LASSO-ADMM,0.086074,1.522061,0.909840,1.220189,14.41
267,ASL-SR-DPT,0.581732,1.128319,0.483316,1.019563,17.01
267,OMP,0.000000,0.999608,0.132454,0.990794,18.07
267,LASSO-ADMM,0.091926,1.370143,0.813775,1.102298,15.33
268,ASL-SR-DPT,0.697267,0.752864,0.203260,0.724907,20.53
268,OMP,0.000000,0.965432,0.251782,0.932022,18.37
268,LASSO-ADMM,0.080918,0.986620,0.492710,0.854785,18.18
269,ASL-SR-DPT,0.471520,0.646965,0.349082,0.544706,21.84
