iteration,sigma,norm_g_fidelity,norm_g_sparsity,norm_g_total,gradient_ratio,patch_id
65,0.38838995425907125,0.43980642417628674,0.8310593619206293,0.6300297854364119,1.8896025984093345,0
66,0.36897045654611765,0.4648142716031912,0.8651545884855081,0.6523851297181703,1.8612909313251136,0
67,0.35052193371881174,0.49036124119018437,0.8979169236894916,0.672982434258103,1.8311335567837805,0
68,0.3329958370328711,0.5163077932242249,0.9285377835820593,0.6910144829532266,1.7984190743733532,0
69,0.31634604518122755,0.5424692329280955,0.9559737871065528,0.7054396175425053,1.7622636070003026,0
70,0.30052874292216614,0.5686087064291703,0.9789647342815597,0.7150045842143148,1.7216843907111474,0
71,0.28550230577605784,0.5944329664487865,0.9961544477690586,0.7183840834770874,1.6758061951378709,0
72,0.2712271904872549,0.6195926114823235,1.006372071269523,0.7145074571098905,1.6242480181644872,0
73,0.25766583096289214,0.6436879054188251,1.0090567284269836,0.7030599260040952,1.56761797127511,0
74,0.2447825394147475,0.6662796860286279,1.0046068708068785,0.684904842087201,1.5077855319210705,0
75,0.2325434124440101,0.6869013013061259,0.9942418050924803,0.6619215886409417,1.447430370567,0
76,0.2209162418218096,0.705063059937459,0.9792187237401844,0.6360372781625988,1.388838501661176,0
77,0.20987042973071912,0.7202483444780551,0.960092432187859,0.6082577942553338,1.3330019284995547,0
78,0.19937690824418317,0.7319375572616782,0.9370968275903412,0.5789825803443889,1.2802961376872148,0
79,0.189408062831974,0.7397307602897527,0.9116140759783808,0.5495227487432449,1.2323592919419781,0
80,0.17993765969037528,0.7435884880776609,0.8867740597240218,0.5224920956728513,1.1925602318246307,0
81,0.1709407767058565,0.7440376919901504,0.8638107308420412,0.4972561502162406,1.1609771119679733,0
82,0.16239373787056366,0.741875147384922,0.8351933084476265,0.4630724179617838,1.1257868812449736,0
83,0.15427405097703548,0.7368826403169199,0.7933012579367346,0.41335085591226806,1.0765639119894996,0
84,0.1465603484281837,0.7274771946648686,0.7527062790660894,0.3690233322189014,1.0346802409563414,0
85,0.1392323310067745,0.7142680387266042,0.726012346592534,0.33945545137154937,1.016442437893298,0
86,0.1322707144564358,0.7003595474343336,0.7070834503712223,0.31505865024821333,1.0096006443569174,0
87,0.12565717873361398,0.6872716435046644,0.6913443382597788,0.2923390083000798,1.005925887956538,0
88,0.11937431979693328,0.6753900807746256,0.677962888668508,0.27096823732625475,1.0038093658274216,0
89,0.11340560380708661,0.6648676793553624,0.6666865527435436,0.2508971236343362,1.0027356922958637,0
90,0.10773532361673228,0.6557377981918462,0.6573506602840768,0.23209312072665214,1.00245961434079,0
91,0.10234855743589566,0.6479903524659211,0.6497172746073109,0.21450592611634015,1.0026650429822266,0
92,0.09723112956410088,0.6415506982357709,0.6436187154944609,0.1980926428720751,1.00322346661671,0
93,0.09236957308589583,0.6363335378891801,0.638802314331727,0.1827922047626298,1.0038796893382929,0
94,0.08775109443160103,0.6322064267200416,0.6351661204386243,0.16856311058134305,1.0046815305784504,0
95,0.08336353971002097,0.6290719003264642,0.6323713849101269,0.15532524972442363,1.0052450039207765,0
96,0.07919536272451992,0.6267483051016279,0.6306238396755472,0.14307505215101513,1.006183558124327,0
97,0.07523559458829392,0.6252352623212002,0.6288640046070926,0.13163516338507783,1.0058038029915661,0
98,0.07147381485887921,0.6240983629356228,0.6296561546927978,0.1213819591848368,1.0089053137890514,0
99,0.06790012411593525,0.624175951129773,0.6241499601348219,0.11214279095564904,0.9999583595059951,0
100,0.06450511791013849,0.6222099805330462,0.6482771288569159,0.12551473646399963,1.0418944554723117,0
101,0.061279862014631564,0.6306085856380249,0.6197891079662865,0.33086212585102565,0.9828427999266903,0
102,0.05821586891389998,0.62144618288742,0.7294748896198154,0.19931571763450157,1.1738343716755368,0
103,0.05530507546820498,0.6302605917394426,0.6345728543288948,0.1282048224689188,1.0068420311312039,0
104,0.05253982169479472,0.6293933465620707,0.6910688696184545,0.13145723877210042,1.0979920162697516,0
105,0.049912830610054984,0.634690929609765,0.6373078484357781,0.11380884512547758,1.0041231388443224,0
106,0.04741718907955223,0.6339594805939469,0.6965645765402364,0.1385086237782341,1.0987525194632877,0
107,0.045046329625574616,0.6393300592835602,0.6242120944277562,0.1567566822447328,0.9763534270971939,0
108,0.04279401314429589,0.6359648214279541,0.7692092882441965,0.2625436018198244,1.2095154674075588,0
109,0.04065431248708109,0.6409828945853472,0.6637929999952535,0.13258180319133459,1.0355861374813478,0
110,0.03862159686272703,0.6412862264181355,0.6957730129243167,0.1171192193427454,1.0849648476165064,0
111,0.036690517019590675,0.643679576732169,0.6647133475917432,0.0975885405405138,1.0326773935664673,0
112,0.03485599116861114,0.6443063034677866,0.6868283424922983,0.10436345787541843,1.065996621165507,0
113,0.03311319161018058,0.6461797683886211,0.6583967537633995,0.10117436768947456,1.0189064807851287,0
114,0.031457532029671546,0.6463406950169771,0.6967724512840565,0.1300883883791544,1.0780265835895646,0
115,0.029884655428187967,0.6485055388674187,0.6479532252342741,0.17931997680600006,0.9991483285800317,0
116,0.028390422656778568,0.64778391652671,0.7242708150316362,0.13220453121797576,1.118074710645849,0
117,0.026970901523939637,0.6494831702590977,0.6677177212875876,0.09227852088510159,1.0280754788784066,0
118,0.025622356447742654,0.6497466697659593,0.6992090792424599,0.10019060734890457,1.0761256837134958,0
119,0.024341238625355522,0.6508522531977997,0.6636703158112076,0.08693332331966484,1.0196942740083168,0
120,0.023124176694087745,0.6510144244331636,0.6986795894208301,0.1035626078642582,1.0732167571082136,0
121,0.021967967859383358,0.6520808831783015,0.6471127801294646,0.10766615486821837,0.9923811551956225,0
122,0.02086956946641419,0.6517140882291292,0.7400731942255814,0.17645910035620202,1.1355795548881658,0
123,0.01982609099309348,0.6526438280626401,0.6826725364660922,0.10551684878052088,1.0460108670491708,0
124,0.018834786443438806,0.6528769063032188,0.6999444836384985,0.09996022684339388,1.072092575002829,0
125,0.017893047121266863,0.6534052128481567,0.678044592232331,0.0877583920323966,1.0377091870399575,0
126,0.01699839476520352,0.6536240379846262,0.6915713197957786,0.09377049967371719,1.0580567414995299,0
127,0.016148475026943342,0.654048964497788,0.6694228441256999,0.0929541033974105,1.0235057013502293,0
128,0.015341051275596174,0.6541397844133843,0.6987562117268764,0.12055667486677567,1.0682062586263623,0
129,0.014573998711816364,0.6546260340230909,0.6597749700003819,0.17454213861147472,1.0078654616677059,0
130,0.013845298776225545,0.6544814803950502,0.7308190390704185,0.13415154634186188,1.1166382257742271,0
131,0.013153033837414266,0.6549071396363574,0.6705942726082865,0.09506386282344088,1.023953217215863,0
132,0.012495382145543552,0.654950925335119,0.7079073233291788,0.10530667891559817,1.0808555205368457,0
133,0.011870613038266375,0.6552491139175789,0.6629556539776257,0.09400687027225361,1.0117612369041924,0
134,0.011277082386353056,0.6552470436600304,0.7139252482511077,0.1228030910868302,1.0895512694926741,0
135,0.010713228267035402,0.6555729539654439,0.6411860434929235,0.1511145412237003,0.9780544478146993,0
136,0.010177566853683631,0.6554660399539756,0.7333940504264839,0.11990749400897911,1.1188894705787964,0
137,0.01,0.6556866458917227,0.633351202641893,0.07955973310677769,0.9659357966342996,0
138,0.01,0.6556111820847962,0.6625785518367703,0.07446440826224264,1.0106272893787722,0
139,0.01,0.6556281136197447,0.6456746260360693,0.07272603835063027,0.9848183941827603,0
140,0.01,0.655592839817888,0.6550968885112337,0.07212797511918037,0.9992435071334946,0
141,0.01,0.6555871208918761,0.6497171189205665,0.07190245348139804,0.9910461908352868,0
142,0.01,0.6555647271438905,0.6527284613332152,0.07179702088451664,0.995673553360578,0
143,0.01,0.6555517980475571,0.6510053796937287,0.07173014010271425,0.9930647458105232,0
144,0.01,0.6555335534904022,0.6519606818045997,0.07167563335026242,0.9945496738240496,0
145,0.01,0.6555183505558552,0.6514030726005074,0.0716251119289176,0.9937221010642064,0
146,0.01,0.6555014638234762,0.6517008162935315,0.07157588935062789,0.9942019236573846,0
147,0.01,0.6554855651579845,0.6515152418079013,0.07152710540988194,0.9939429278673341,0
148,0.01,0.6554691437426546,0.6516028816075423,0.07147848467782018,0.9941015344932388,0
149,0.01,0.6554530538002964,0.6515361392161607,0.07142993895492067,0.994024111167954,0
0,2.1877237224131356,2.216938388029464e-15,0.024480790365949214,0.0244807903659489,24480790365.949215,1
1,2.0783375362924787,0.005589071264388835,0.026910806040518077,0.022582160681580168,4.814897639967877,1
2,1.9744206594778546,0.009850991189308232,0.029580178795085448,0.021934598305323547,3.002761674093291,1
3,1.8756996265039618,0.013412579161966228,0.03250598826091268,0.02201338745705749,2.4235449325875544,1
4,1.7819146451787637,0.01662078951536376,0.03570686678357642,0.022572246836492223,2.148325550393985,1
5,1.6928189129198254,0.019679275199398775,0.03920269797868358,0.023488677835428972,1.992080378035532,1
6,1.608177967273834,0.02271575371346432,0.04301438115368012,0.024698212866617563,1.893592512767216,1
7,1.5277690689101424,0.02581610246690852,0.047163619546208825,0.026165738032773275,1.82690704790407,1
8,1.4513806154646351,0.029025183974636215,0.051672706869537385,0.027854664524043546,1.7802714675190967,1
9,1.3788115846914033,0.032451617613110835,0.05656429339539385,0.029805013599143764,1.743034632965144,1
10,1.309871005456833,0.03605967048837091,0.06186118400599599,0.031966637111160184,1.715522720207495,1
11,1.2443774551839912,0.039914937510317265,0.06758584031269378,0.03435334070187135,1.6932468025341165,1
12,1.1821585824247915,0.04404603088921779,0.07376024369913939,0.03696741751304228,1.6746172631231449,1
13,1.123050653303552,0.048479287574509713,0.08040538729915907,0.039813172199339185,1.6585513385604291,1
14,1.0668981206383743,0.0532391198693364,0.08754078224250056,0.042896296404630684,1.6442943169862683,1
15,1.0135532146064556,0.05834814960871083,0.09518387239252808,0.04622356465623633,1.6313091851385468,1
16,0.9628755538761328,0.0638271389378234,0.1033493394867171,0.04980267514092313,1.619206832808124,1
17,0.914731776182326,0.06969474513759714,0.11204827853523636,0.05364218362892566,1.6077005276943241,1
18,0.8689951873732097,0.07596711064380625,0.12128722266274274,0.05775151821434184,1.5965754342222245,1
19,0.8255454280045492,0.08265728530292506,0.1310669989664703,0.062141085258288084,1.5856678390311487,1
20,0.7842681566043217,0.08977446763575979,0.14138140475247069,0.06682249953637862,1.574850940092396,1
21,0.7450547487741056,0.09732304451267626,0.15221570994311462,0.0718089986312488,1.5640253621873557,1
22,0.7078020113354003,0.1053014043844523,0.16354502084429628,0.07711613245537188,1.5531133872364917,1
23,0.6724119107686303,0.11370049973997241,0.1753325882174903,0.08276284681645577,1.5420564431859798,1
24,0.6387913152301987,0.12250214324930549,0.18752821460911961,0.08877308805330082,1.5308157852183764,1
25,0.6068517494686888,0.13167704506633982,0.20006701642963481,0.09517800831832841,1.5193765650561164,1
26,0.5765091619952544,0.14118264554732626,0.21286892245084624,0.10201868182996253,1.5077555858626392,1
27,0.5476837038954916,0.15096088250864892,0.22583941954665343,0.10934884129587262,1.4960128464651399,1
28,0.520299518700717,0.1609361746977324,0.2388721216980636,0.11723635489567243,1.4842661828312322,1
29,0.4942845427656811,0.1710141257173304,0.2518535893270348,0.12576083123454845,1.4727063525929085,1
30,0.46957031562739704,0.18108176927234768,0.2646701909869585,0.135002872068653,1.4616059476914736,1
31,0.44609179984602715,0.19101056312239656,0.2772153171206628,0.14501865734885167,1.451308831245252,1
32,0.42378720985372575,0.20066366944321554,0.2893927627740756,0.1557934989642172,1.4421781659682493,1
33,0.40259784936103943,0.2099090023351169,0.30110943979471777,0.1671731285791377,1.4344760655572104,1
34,0.38246795689298746,0.2186384523226663,0.3122508428745825,0.17878571202986024,1.4281606897480374,1
35,0.36334455904833807,0.22679082213992105,0.3226410698146336,0.1899905599478318,1.4226372424170528,1
36,0.34517733109592114,0.23437114815842153,0.33200753688860385,0.19990823609555064,1.4165887716869727,1
37,0.32791846454112505,0.2414543122441117,0.33998654812364787,0.20757303706419705,1.408078178284592,1
38,0.3115225413140688,0.2481616516345028,0.3461937840755093,0.2121819750938586,1.395033365531392,1
39,0.2959464142483654,0.2546113187959529,0.3503372100872588,0.21332779175415525,1.3759687186885092,1
40,0.2811490935359471,0.2608630882480607,0.35231200884017566,0.2110863087436619,1.3505628995128436,1
41,0.2670916388591497,0.2668892374316836,0.35223368861234916,0.20592278265730327,1.319774794974681,1
42,0.2537370569161922,0.272589833708107,0.35041303431136245,0.1985007121856481,1.285495609079059,1
43,0.24105020407038258,0.27784183701568094,0.3472998603890794,0.18950645163852953,1.2499912328519422,1
44,0.22899769386686344,0.2825528456767874,0.343415699523591,0.17954593022816004,1.2154034361289878,1
45,0.21754780917352026,0.2866951341548524,0.33928598744800775,0.1691056395540509,1.1834382486057453,1
46,0.20667041871484423,0.29031313993534635,0.33538014397192706,0.15854723384901567,1.1552358396406628,1
47,0.19633689777910202,0.29351096692877765,0.33206749404961194,0.14811604076252885,1.131363156628455,1
48,0.1865200528901469,0.2964298326685825,0.32959441869738476,0.1379592945766164,1.111880055155856,1
49,0.17719405024563953,0.29922303064587485,0.3280836775798571,0.12815290174901595,1.0964519571628106,1
50,0.16833434773335754,0.3020173040479396,0.32755195030585377,0.11868970449804148,1.0845469644145325,1
51,0.15991763034668965,0.3049372217557327,0.3279291047621936,0.10974933698190889,1.0753987423184381,1
52,0.15192174882935516,0.30815526946331795,0.32911027663717257,0.10109163904449918,1.0680014565720384,1
53,0.1443256613878874,0.3115233350012022,0.3310288858350918,0.09291364422149628,1.0626134502374094,1
54,0.13710937831849304,0.31519095923158863,0.3334245285993624,0.08514235252026477,1.0578492778226438,1
55,0.1302539094025684,0.3190659476303683,0.3362800681191455,0.07782909028895017,1.0539516066086734,1
56,0.12374121393243998,0.3231390742652207,0.33941515788229315,0.07095552511791003,1.0503686644955652,1
57,0.11755415323581797,0.3273363310399557,0.3427705149577355,0.06454013709534431,1.0471508428922174,1
58,0.11167644557402706,0.33161502844310575,0.3462201577047218,0.05856562714181124,1.0440424227158385,1
59,0.1060926232953257,0.33590442898760725,0.34972651301618146,0.053038083422804874,1.0411488591270828,1
60,0.10078799213055942,0.3401663376863253,0.3531832876216501,0.04792807098220063,1.0382664258429004,1
61,0.09574859252403144,0.34433605939975537,0.356605334724295,0.043244093003568615,1.0356316888388841,1
62,0.09096116289782986,0.3484017429388245,0.35985099574700874,0.03892742587649595,1.032862214498722,1
63,0.08641310475293837,0.35228666173930445,0.3630915072286947,0.03503518884109477,1.030670606250162,1
64,0.08209244951529145,0.35605703135727745,0.3658733353664481,0.03137725088157492,1.0275694710247716,1
65,0.07798782703952686,0.3594949272484675,0.36927536896564284,0.02838860382464062,1.027206063217731,1
66,0.07408843568755051,0.3631054588795937,0.3701864060749302,0.025082371931714524,1.019501076125888,1
67,0.07038401390317298,0.36539108453453684,0.37890545737386994,0.028793213733076053,1.036986049773351,1
68,0.06686481320801432,0.36832578363919266,0.3889669854932902,0.034927121733576344,1.056040610706519,1
69,0.0635215725476136,0.37123346218739717,0.38034636367893376,0.037629391992353906,1.0245476295101232,1
70,0.060345493920232925,0.3725306754382853,0.4087099857832866,0.04262764537824865,1.0971176676992735,1
71,0.05732821922422127,0.3755533966464714,0.39738582987734083,0.02901984016928622,1.058134032139833,1
72,0.054461808263010204,0.37761467606191734,0.4029235113665982,0.031211914011526936,1.0670229122676655,1
73,0.05173871784985969,0.37983413132746974,0.398572976835367,0.025585988755641345,1.049334285579886,1
74,0.049151781957366705,0.3815931012407492,0.4021880352292587,0.02677837957919752,1.0539709285140249,1
75,0.04669419285949837,0.38340912566345453,0.3977564026932045,0.022130058632099374,1.0374202805030353,1
76,0.04435948321652345,0.3848008422028163,0.4036358552653547,0.02592721316646458,1.048947432013704,1
77,0.042141509055697274,0.3864035907466307,0.3938864387246211,0.023007743873709102,1.0193653686383493,1
78,0.04003443360291241,0.3872936975498465,0.4141456130248009,0.04526119886676269,1.069332177737022,1
79,0.03803271192276678,0.38823806014388074,0.41349659832927227,0.036915676683089184,1.0650594075604816,1
80,0.036131076326628445,0.38951920826428194,0.41031445912268405,0.03217370277923801,1.053386971469435,1
81,0.03432452251029702,0.3903183775524274,0.4110671127959241,0.032947394231772176,1.0531584891636565,1
82,0.03260829638478217,0.3913947684953368,0.4078076100925967,0.035445853429888166,1.0419342385703234,1
83,0.030977881565543063,0.3916555956419559,0.430423446209379,0.04168462987396348,1.0989845440708677,1
84,0.02942898748726591,0.39256445365031467,0.4206973441222332,0.03139443848681869,1.0716643858360608,1
85,0.02795753811290261,0.39320096293439943,0.4208260429103062,0.030812389361235343,1.0702568980750833,1
86,0.02655966120725748,0.39384072201010445,0.41697297263148525,0.026757056440133,1.058735040153586,1
87,0.025231678146894605,0.39437045981427343,0.4161974248317407,0.025564458224131826,1.0553463487801458,1
88,0.023970094239549874,0.3948775402874603,0.41323227820757436,0.02258489617602825,1.0464821015314072,1
89,0.02277158952757238,0.39529921385886874,0.41314384361711504,0.02211773458194264,1.0451420825861224,1
90,0.02163301005119376,0.3957176973397555,0.4095865753364086,0.019003764174891618,1.0350474039697688,1
91,0.02055135954863407,0.39603368618291995,0.41222601796675745,0.020925882813116102,1.0408862486923867,1
92,0.019523791571202365,0.39642388258600186,0.4031286561405029,0.016216756198546088,1.016913142343402,1
93,0.018547601992642247,0.39655163454194153,0.42226897486468523,0.03465730094350314,1.0648524380751825,1
94,0.017620221893010133,0.39688301199607257,0.41656636805526415,0.029540281804451243,1.049594856580524,1
95,0.016739210798359626,0.3970698951244435,0.41822445204207165,0.03202271378367122,1.053276657780863,1
96,0.015902250258441643,0.3973507940164842,0.41238229024178946,0.03454816954550295,1.0378292844802561,1
97,0.01510713774551956,0.39740378377427016,0.43642876707447986,0.04173099554537208,1.0981998282189893,1
98,0.014351780858243582,0.3976357372653692,0.42413567085771914,0.02949740192863648,1.0666437422717483,1
99,0.013634191815331402,0.39778540767749465,0.42511200470674954,0.03012313873124436,1.068696831260864,1
100,0.012952482224564832,0.3979451697062904,0.4198035419491419,0.02518922637101956,1.0549281004189206,1
101,0.01230485811333659,0.3980702924549382,0.4196708927776278,0.02494730478312586,1.0542632814658854,1
102,0.01168961520766976,0.39819690266251967,0.4152015551163115,0.021059571314582155,1.0427041303940117,1
103,0.011105134447286271,0.39829414824087594,0.416519930011707,0.02211619936611089,1.0457596021717313,1
104,0.010549877724921957,0.39840249536540856,0.4098696559033615,0.01721162590778733,1.0287828531983352,1
105,0.010022383838675859,0.3984655675591762,0.4180340806618594,0.02445659566548623,1.0491096714392443,1
106,0.01,0.39852635428815,0.3891245658470235,0.015824063141861515,0.9764086155408216,1
107,0.01,0.39849798277563436,0.40355630416357335,0.013320821977491005,1.0126934679887376,1
108,0.01,0.39851469575890464,0.3953800770244476,0.012406151242711976,0.9921342455678136,1
109,0.01,0.3985058925755809,0.399999705454301,0.012091531494296604,1.003748533977918,1
110,0.01,0.39851153449347504,0.39738680421763767,0.011981942839018973,0.9971776719655883,1
111,0.01,0.39850900394036215,0.3988650237082304,0.01193952280678148,1.0008933794828925,1
112,0.01,0.39851109432098153,0.3980300731868757,0.011918675098013497,0.9987929542214492,1
113,0.01,0.3985105698391618,0.39850333412625555,0.011904845970082038,0.9999818431091824,1
114,0.01,0.39851152721032823,0.39823683824602935,0.011893273400125151,0.9993107126254998,1
115,0.01,0.3985116468337279,0.3983886913266334,0.011882394915276573,0.9996914632029668,1
116,0.01,0.3985122411110454,0.3983039688806267,0.011871770450086328,0.9994773755761227,1
117,0.01,0.39851256878584446,0.3983530336823461,0.011861233855218714,0.9995996735962822,1
118,0.01,0.3985130455676941,0.3983264412301122,0.011850719993249192,0.9995317484843786,1
119,0.01,0.39851343830440883,0.39834262944881094,0.011840228040431954,0.9995713849542323,1
120,0.01,0.3985138805463023,0.39833462676555936,0.011829749210868181,0.999550194385959,1
121,0.01,0.3985142945478285,0.398340304691277,0.01181927758675845,0.9995634037249557,1
122,0.01,0.398514724989314,0.398338244481053,0.011808816899208754,0.9995571543604423,1
123,0.01,0.3985151480110647,0.39834056089685854,0.0117983660260404,0.99956190595244,1
124,0.01,0.39851557420582917,0.3983404028991193,0.011787923475108495,0.9995604404995742,1
125,0.01,0.3985159989903642,0.3983416410060435,0.01177749065067513,0.9995624818457416,1
126,0.01,0.3985164263929168,0.3983420909355572,0.011767067120464962,0.9995625388420308,1
127,0.01,0.3985168518066861,0.39834298697772474,0.011756652700208382,0.9995637202588218,1
128,0.01,0.398517278767722,0.3983436286163744,0.011746247555434608,0.9995642594170958,1
129,0.01,0.3985177066135878,0.39834441489884903,0.011735851613762449,0.9995651593094537,1
130,0.01,0.398518133225136,0.3983451199090833,0.011725464885032273,0.9995658583596873,1
131,0.01,0.3985185609318744,0.3983458682457587,0.01171508734294575,0.9995666633802153,1
132,0.01,0.39851898971840494,0.3983465930872639,0.01170471892293506,0.9995674067344623,1
133,0.01,0.3985194173529575,0.3983473316197165,0.011694359804438316,0.9995681873310365,1
134,0.01,0.3985198460455878,0.39834806018403746,0.011684009791694257,0.9995689402591742,1
135,0.01,0.3985202757801584,0.398348795168818,0.011673668881904452,0.9995697066830421,1
136,0.01,0.39852070433966913,0.39834952696026477,0.011663337238796511,0.9995704680395765,1
137,0.01,0.39852113396029487,0.39835025821518993,0.011653014682360402,0.999571225386702,1
138,0.01,0.398521564562353,0.39835099059606455,0.01164270119604383,0.9995719830958815,1
139,0.01,0.3985219941118221,0.3983517227179659,0.011632396969193754,0.9995727427936927,1
