iteration,sigma,mu,objective,fidelity_term,sparsity_term,absolute_residual,relative_residual,normalized_rmse,gradient_fidelity_norm,gradient_sparsity_norm,gradient_total_norm,active_count,patch_id
43,1.2004627040779732,0.2,-5.904706412772178,0.004771425457633874,-5.9094778382298125,0.09768751668083157,0.017314297043118865,0.01584700778269957,0.09065835955859991,0.2087935736070459,0.16638479544725518,64,0
44,1.1404395688740745,0.2,-5.8718910403973075,0.005571988975230455,-5.877463029372538,0.10556504132742482,0.018710522541830605,0.017124911025862534,0.098309866742308,0.22650977612464987,0.1805775808709852,64,0
45,1.0834175904303707,0.2,-5.837300255098608,0.0065124209199810545,-5.843812676018589,0.11412642919132321,0.020227957088367464,0.018513751531995793,0.10665338135267946,0.24534240280489283,0.1955688433745894,64,0
46,1.0292467109088521,0.2,-5.800975760166759,0.007612960055629641,-5.808588720222389,0.12339335521517876,0.021870442385417986,0.02001704544109929,0.1157100292936424,0.2653071214910718,0.2113734905586266,64,0
47,0.9777843753634095,0.2,-5.762996003444738,0.008895534543180922,-5.771891537987919,0.13338316642800863,0.02364105304909919,0.021637606812872575,0.1254980526673985,0.28641316127898053,0.2279981663599384,64,0
48,0.9288951565952389,0.2,-5.723477820925046,0.010383822031321117,-5.733861642956367,0.14410983333083913,0.025542265234121828,0.023377701961846055,0.13603408322676921,0.308662956810579,0.245440830081226,64,0
49,0.8824503987654769,0.2,-5.682578042744998,0.01210328521382106,-5.694681327958819,0.1555846085820899,0.02757607338027741,0.025239156310260056,0.14733394532381056,0.332052000456225,0.2636910363995554,64,0
50,0.838327878827203,0.2,-5.6404952018671,0.014081157553285182,-5.6545763594203855,0.16781631358890697,0.029744041008360148,0.02722340087931819,0.15941294137450088,0.35656888358364325,0.2827306019282069,64,0
51,0.7964114848858429,0.2,-5.597471289397071,0.016346365167499644,-5.613817654564571,0.18081131141330536,0.03204729591800683,0.029331467893983262,0.17228573589919657,0.3821955043128297,0.30253437884423495,64,0
52,0.7565909106415507,0.2,-5.553793380817181,0.0189293841795438,-5.572722764996725,0.19457329816572366,0.03448649321394538,0.031563956942543284,0.18596602661733763,0.4089074053593805,0.3230709667370417,64,0
53,0.7187613651094731,0.2,-5.509794932803884,0.02186204199342942,-5.531656974797314,0.20910304633567356,0.03706176981349466,0.03392099333934465,0.20046617209326947,0.4366741844712542,0.3443032938414293,64,0
54,0.6828232968539995,0.2,-5.465856588293204,0.025177273758493837,-5.491033862051697,0.2243981896473046,0.039772706314008824,0.03640219322375612,0.2157968762862896,0.465459893488647,0.36618903645711326,64,0
55,0.6486821320112994,0.2,-5.42240638077794,0.02890884327730527,-5.451315224055246,0.24045308597439655,0.042618302695703866,0.03900664132204404,0.23196695785870466,0.49522331012134707,0.388680822740081,64,0
56,0.6162480254107344,0.2,-5.379919265120375,0.03309103329823875,-5.413010298418613,0.2572587541687892,0.045596967125023986,0.04173288069959047,0.24898318100124542,0.5259179275265006,0.41172611342907856,64,0
57,0.5854356241401977,0.2,-5.338915909529375,0.0377583046050593,-5.376674214134434,0.2748028551709727,0.048706512606651424,0.04457890969662631,0.26685009501082374,0.5574914576803803,0.4352665895211756,64,0
58,0.5561638429331878,0.2,-5.299960659450731,0.04294491589664511,-5.342905575347376,0.29306967054488975,0.051944153178979234,0.0475421784461164,0.285569810985261,0.589884580548103,0.4592368082103072,64,0
59,0.5283556507865284,0.2,-5.2636585249487355,0.04868448553551692,-5.312343010484253,0.31204001517599284,0.055306488440570595,0.05061957471151427,0.3051416260841121,0.623028584957424,0.4835618034226392,64,0
60,0.5019378682472019,0.2,-5.230650938072672,0.0550094599367517,-5.285660398009424,0.3316910005916703,0.05878946160067959,0.05380738549226535,0.3255613842090693,0.6568414291111249,0.508153191234594,64,0
61,0.4768409748348418,0.2,-5.201609857295464,0.06195042951007671,-5.263560286805541,0.35199553835262376,0.06238827145951752,0.05710121646325046,0.34682043590131467,0.6912215875439461,0.5329031773954813,64,0
62,0.45299892609309966,0.2,-5.1772295355138,0.06953519900690151,-5.246764734520702,0.37292143678501916,0.06609721231156525,0.06049584544539164,0.3689040314936648,0.7260388383753168,0.5576756399717235,64,0
63,0.43034897978844466,0.2,-5.158214880651691,0.0777874716288827,-5.236002352280574,0.39442989650604,0.06990940729003363,0.0639849783476694,0.3917889548038129,0.7611208853168757,0.5822931727192471,64,0
64,0.4088315307990224,0.2,-5.145264783030074,0.08672494189812598,-5.2319897249282,0.4164731489499076,0.07381638981530925,0.06756086608545776,0.41544018951865436,0.7962344500691656,0.606518662711346,64,0
65,0.38838995425907125,0.2,-5.139048033395399,0.09635650888232167,-5.2354045422777205,0.4389909085216268,0.07780747476881572,0.07121372904386288,0.43980642417628674,0.8310593619206293,0.6300297854364119,64,0
66,0.36897045654611765,0.2,-5.140168546531655,0.10667822166895936,-5.246846768200614,0.4619052319880332,0.08186884736297972,0.0749309231608333,0.4648142716031912,0.8651545884855081,0.6523851297181703,64,0
67,0.35052193371881174,0.2,-5.14911576665371,0.11766746920246794,-5.266783235856178,0.48511332532196627,0.08598228821439399,0.0786957730431993,0.49036124119018437,0.8979169236894916,0.672982434258103,64,0
68,0.3329958370328711,0.2,-5.166196052544272,0.1292748744960049,-5.295470927040277,0.508477874633705,0.09012345958211104,0.08248600343662933,0.5163077932242249,0.9285377835820593,0.6910144829532266,64,0
69,0.31634604518122755,0.2,-5.191443135839188,0.14141346307560326,-5.332856598914792,0.5318147479632419,0.09425972561296335,0.0862717441928954,0.5424692329280955,0.9559737871065528,0.7054396175425053,64,0
70,0.30052874292216614,0.2,-5.224513431598654,0.15394518299417084,-5.378458614592825,0.5548786948409009,0.09834761770803244,0.09001321043227367,0.5686087064291703,0.9789647342815597,0.7150045842143148,64,0
71,0.28550230577605784,0.2,-5.264588960342119,0.16666615706753962,-5.431255117409659,0.5773493865373716,0.10233036027347407,0.09365843797306636,0.5944329664487865,0.9961544477690586,0.7183840834770874,64,0
72,0.2712271904872549,0.2,-5.310337404896849,0.17929457579561237,-5.489631980692462,0.5988231388241646,0.10613640364888975,0.0971419405860399,0.6195926114823235,1.006372071269523,0.7145074571098905,64,0
73,0.25766583096289214,0.2,-5.36000092294778,0.1914686506542124,-5.551469573601993,0.6188192800070347,0.10968055278810408,0.10038574302585644,0.6436879054188251,1.0090567284269836,0.7030599260040952,64,0
74,0.2447825394147475,0.2,-5.411661083378324,0.2027639973828155,-5.61442508076114,0.6368107998186204,0.11286939951959316,0.10330435293799416,0.6662796860286279,1.0046068708068785,0.684904842087201,64,0
75,0.2325434124440101,0.2,-5.4636122116132695,0.21273424756748854,-5.676346459180758,0.652279460917617,0.11561109059975876,0.10581370112446352,0.6869013013061259,0.9942418050924803,0.6619215886409417,64,0
76,0.2209162418218096,0.2,-5.514624558263205,0.22096190306464697,-5.735586461327852,0.6647734998699135,0.11782555473026937,0.10784050187896817,0.705063059937459,0.9792187237401844,0.6360372781625988,64,0
77,0.20987042973071912,0.2,-5.563903023091708,0.22709306399774593,-5.790996087089454,0.6739333260757268,0.11944905747841442,0.10932642190338598,0.7202483444780551,0.960092432187859,0.6082577942553338,64,0
78,0.19937690824418317,0.2,-5.610848816436077,0.23085115038795842,-5.841699966824035,0.6794867922012295,0.12043336300058274,0.1102273130704666,0.7319375572616782,0.9370968275903412,0.5789825803443889,64,0
79,0.189408062831974,0.2,-5.654985961763192,0.23207491432464872,-5.8870608760878405,0.6812854237757457,0.12075215543599754,0.11051908964057527,0.7397307602897527,0.9116140759783808,0.5495227487432449,64,0
80,0.17993765969037528,0.2,-5.696214992679135,0.23082816145168783,-5.927043154130823,0.6794529585654739,0.12042736627101662,0.11022182452999231,0.7435884880776609,0.8867740597240218,0.5224920956728513,64,0
81,0.1709407767058565,0.2,-5.7349309819763565,0.22751910438077655,-5.9624500863571335,0.6745651997854271,0.11956105181991492,0.10942892535454873,0.7440376919901504,0.8638107308420412,0.4972561502162406,64,0
82,0.16239373787056366,0.2,-5.771014473978781,0.2227640822974235,-5.9937785562762045,0.6674789619117947,0.11830507529772387,0.10827938577621746,0.741875147384922,0.8351933084476265,0.4630724179617838,64,0
83,0.15427405097703548,0.2,-5.802358115207956,0.21672741384556615,-6.019085529053522,0.658372863726272,0.11669109539276758,0.10680218158760571,0.7368826403169199,0.7933012579367346,0.41335085591226806,64,0
84,0.1465603484281837,0.2,-5.827253440246613,0.20886162357389282,-6.036115063820506,0.6463151299078381,0.11455396270588263,0.10484615887196291,0.7274771946648686,0.7527062790660894,0.3690233322189014,64,0
85,0.1392323310067745,0.2,-5.847404359769258,0.19952259854684107,-6.046926958316099,0.6317002430691967,0.11196359598786512,0.10247531115933323,0.7142680387266042,0.726012346592534,0.33945545137154937,64,0
86,0.1322707144564358,0.2,-5.864620378301534,0.19021708558413936,-6.054837463885673,0.6167934590835725,0.10932149293668428,0.10005711147669598,0.7003595474343336,0.7070834503712223,0.31505865024821333,64,0
87,0.12565717873361398,0.2,-5.879482906548067,0.1817285758415654,-6.061211482389632,0.602874076141221,0.10685439847969021,0.09779908939452442,0.6872716435046644,0.6913443382597788,0.2923390083000798,64,0
88,0.11937431979693328,0.2,-5.8922665189599694,0.1741946382101688,-6.066461157170139,0.5902450985991646,0.1046160176103263,0.09575039871022355,0.6753900807746256,0.677962888668508,0.27096823732625475,64,0
89,0.11340560380708661,0.2,-5.903211289865804,0.16760988672883442,-6.070821176594638,0.5789816693623977,0.10261966878136891,0.09392322921262944,0.6648676793553624,0.6666865527435436,0.2508971236343362,64,0
90,0.10773532361673228,0.2,-5.912539883054142,0.16192574940285206,-6.0744656324569934,0.5690795188773746,0.10086459525008531,0.09231688828869833,0.6557377981918462,0.6573506602840768,0.23209312072665214,64,0
91,0.10234855743589566,0.2,-5.920457028265837,0.15708017215199,-6.077537200417827,0.5605000841248643,0.0993439620431592,0.09092512019064745,0.6479903524659211,0.6497172746073109,0.21450592611634015,64,0
92,0.09723112956410088,0.2,-5.927148178987568,0.15299532824972992,-6.080143507237298,0.5531642219987296,0.09804374170554686,0.08973508621132655,0.6415506982357709,0.6436187154944609,0.1980926428720751,64,0
93,0.09236957308589583,0.2,-5.932780086328092,0.14959498471827903,-6.082375071046371,0.5469826043271926,0.09694810156432311,0.08873229540776277,0.6363335378891801,0.638802314331727,0.1827922047626298,64,0
94,0.08775109443160103,0.2,-5.9375008396068125,0.14679491695197425,-6.084295756558787,0.5418393063482461,0.09603649492291662,0.08789794230031908,0.6322064267200416,0.6351661204386243,0.16856311058134305,64,0
95,0.08336353971002097,0.2,-5.941441659907785,0.14452649294837944,-6.085968152856164,0.5376364811810661,0.09529157923831996,0.08721615402893503,0.6290719003264642,0.6323713849101269,0.15532524972442363,64,0
96,0.07919536272451992,0.2,-5.944716928664484,0.14270226753031398,-6.087419196194798,0.5342326600467515,0.09468828035015472,0.08666398132725159,0.6267483051016279,0.6306238396755472,0.14307505215101513,64,0
97,0.07523559458829392,0.2,-5.947427784629207,0.14129166340843288,-6.08871944803764,0.531585672132786,0.09421912383385504,0.08623458318613214,0.6252352623212002,0.6288640046070926,0.13163516338507783,64,0
98,0.07147381485887921,0.2,-5.949658429928886,0.14014318301495898,-6.089801612943845,0.5294207835265989,0.09383541539631483,0.08588339187984668,0.6240983629356228,0.6296561546927978,0.1213819591848368,64,0
99,0.06790012411593525,0.2,-5.951485366931258,0.1394777233222609,-6.090963090253519,0.5281623298234377,0.09361236498033652,0.0856792437316926,0.624175951129773,0.6241499601348219,0.11214279095564904,64,0
100,0.06450511791013849,0.2,-5.952877719859606,0.13832678417285343,-6.091204504032459,0.5259786767024942,0.09322533068916217,0.08532500841915652,0.6222099805330462,0.6482771288569159,0.12551473646399963,64,0
101,0.061279862014631564,0.2,-5.952424578485531,0.1403242320143662,-6.092748810499898,0.5297626487670987,0.0938960081570262,0.08593884974499576,0.6306085856380249,0.6197891079662865,0.33086212585102565,64,0
102,0.05821586891389998,0.05,-5.95341492953645,0.13751302473397137,-6.0909279542704216,0.5244292606900789,0.09295070963220589,0.08507365995169974,0.62144618288742,0.7294748896198154,0.19931571763450157,64,0
103,0.05530507546820498,0.05,-5.953569546675221,0.14024453560791936,-6.09381408228314,0.5296121894517145,0.09386934049909015,0.08591444202103178,0.6302605917394426,0.6345728543288948,0.1282048224689188,64,0
104,0.05253982169479472,0.05,-5.953382356542542,0.1399968268925119,-6.0933791834350535,0.5291442655694416,0.09378640489619514,0.08583853474386845,0.6293933465620707,0.6910688696184545,0.13145723877210042,64,0
105,0.049912830610054984,0.05,-5.953297204140849,0.141624982191669,-6.094922186332518,0.5322123301684564,0.09433019374066315,0.0863362405432416,0.634690929609765,0.6373078484357781,0.11380884512547758,64,0
106,0.04741718907955223,0.05,-5.9531218863026965,0.14140368718927915,-6.094525573491976,0.5317963655183798,0.09425646747802927,0.08626876216656602,0.6339594805939469,0.6965645765402364,0.1385086237782341,64,0
107,0.045046329625574616,0.05,-5.952998247728697,0.1430368746238453,-6.096035122352543,0.5348586254775093,0.09479922749852246,0.08676552632900784,0.6393300592835602,0.6242120944277562,0.1567566822447328,64,0
108,0.04279401314429589,0.05,-5.952564766803872,0.1419981393266001,-6.094562906130472,0.5329130122761127,0.09445438379643452,0.0864499061905065,0.6359648214279541,0.7692092882441965,0.2625436018198244,64,0
109,0.04065431248708109,0.025,-5.9528329652119245,0.14351606750997342,-6.096349032721898,0.5357538007517509,0.09495788984485393,0.08691074293415645,0.6409828945853472,0.6637929999952535,0.13258180319133459,64,0
110,0.03862159686272703,0.025,-5.95270405166597,0.14367676259729253,-6.096380814263262,0.536053658876222,0.09501103719483568,0.08695938634524575,0.6412862264181355,0.6957730129243167,0.1171192193427454,64,0
111,0.036690517019590675,0.025,-5.952598965286991,0.1444206851474335,-6.097019650434424,0.5374396433971604,0.09525669138390774,0.08718422272389761,0.643679576732169,0.6647133475917432,0.0975885405405138,64,0
112,0.03485599116861114,0.025,-5.9524801834545364,0.14464867696660696,-6.097128860421144,0.5378636945669544,0.09533185091467238,0.08725301290729374,0.6443063034677866,0.6868283424922983,0.10436345787541843,64,0
113,0.03311319161018058,0.025,-5.952396101497677,0.14522328403478002,-6.097619385532457,0.5389309492593277,0.09552101290171304,0.08742614448019903,0.6461797683886211,0.6583967537633995,0.10117436768947456,64,0
114,0.031457532029671546,0.025,-5.952295666695937,0.1452983970731212,-6.097594063769058,0.5390703053834838,0.09554571261166983,0.08744875102870289,0.6463406950169771,0.6967724512840565,0.1300883883791544,64,0
115,0.029884655428187967,0.025,-5.952181897097723,0.1459406498328645,-6.098122546930587,0.540260399868183,0.09575664692669376,0.08764180984729068,0.6485055388674187,0.6479532252342741,0.17931997680600006,64,0
116,0.028390422656778568,0.0125,-5.9521429378056645,0.14574005895739,-6.097882996763055,0.5398889866581648,0.09569081703498913,0.08758155866853479,0.64778391652671,0.7242708150316362,0.13220453121797576,64,0
117,0.026970901523939637,0.0125,-5.952087965458602,0.14628854882177236,-6.098376514280374,0.540903963420074,0.09587071319516051,0.08774620964126639,0.6494831702590977,0.6677177212875876,0.09227852088510159,64,0
118,0.025622356447742654,0.0125,-5.952007329433179,0.14638613413866997,-6.098393463571848,0.5410843448828841,0.09590268430400108,0.08777547137850912,0.6497466697659593,0.6992090792424599,0.10019060734890457,64,0
119,0.024341238625355522,0.0125,-5.95195279480259,0.14674114837448732,-6.098693943177078,0.5417400638211786,0.0960189050132604,0.08788184303654159,0.6508522531977997,0.6636703158112076,0.08693332331966484,64,0
120,0.023124176694087745,0.0125,-5.951893943667701,0.14679977578016803,-6.098693719447869,0.5418482735603538,0.09603808428642341,0.08789939697421079,0.6510144244331636,0.6986795894208301,0.1035626078642582,64,0
121,0.021967967859383358,0.0125,-5.951853129547806,0.14713568924556017,-6.098988818793366,0.5424678594083896,0.09614790070699693,0.08799990707099166,0.6520808831783015,0.6471127801294646,0.10766615486821837,64,0
122,0.02086956946641419,0.0125,-5.9517820998423,0.14702424985823026,-6.0988063497005305,0.5422623900995353,0.09611148298682526,0.08796657554771055,0.6517140882291292,0.7400731942255814,0.17645910035620202,64,0
123,0.01982609099309348,0.00625,-5.951771177244048,0.14731227251077214,-6.09908344975482,0.5427932801919569,0.09620557882496054,0.08805269729296744,0.6526438280626401,0.6826725364660922,0.10551684878052088,64,0
124,0.018834786443438806,0.00625,-5.951727419838121,0.14740307784207904,-6.0991304976802,0.5429605470788444,0.09623522548467153,0.08807983156506645,0.6528769063032188,0.6999444836384985,0.09996022684339388,64,0
125,0.017893047121266863,0.00625,-5.951692627306474,0.14757102731981556,-6.09926365462629,0.5432697807163869,0.09629003456609825,0.08812999588521002,0.6534052128481567,0.678044592232331,0.0877583920323966,64,0
126,0.01699839476520352,0.00625,-5.951659086197499,0.14764962323757422,-6.099308709435073,0.5434144334438942,0.09631567305479422,0.08815346165623669,0.6536240379846262,0.6915713197957786,0.09377049967371719,64,0
127,0.016148475026943342,0.00625,-5.951633639407099,0.14778181842519678,-6.099415457832296,0.5436576467322,0.09635878058031684,0.08819291606150355,0.654048964497788,0.6694228441256999,0.0929541033974105,64,0
128,0.015341051275596174,0.00625,-5.951606629879863,0.1478186001029913,-6.099425229982854,0.5437252984789126,0.0963707712878081,0.08820389062399725,0.6541397844133843,0.6987562117268764,0.12055667486677567,64,0
129,0.014573998711816364,0.00625,-5.951575353595356,0.14796218942421283,-6.099537543019569,0.5439893186896464,0.09641756666667896,0.08824672035778973,0.6546260340230909,0.6597749700003819,0.17454213861147472,64,0
130,0.013845298776225545,0.003125,-5.951562460622698,0.14792545730130757,-6.099487917924006,0.5439217908878217,0.09640559792738464,0.08823576590181188,0.6544814803950502,0.7308190390704185,0.13415154634186188,64,0
131,0.013153033837414266,0.003125,-5.95154820027368,0.1480626982111534,-6.099610898484833,0.5441740497509109,0.09645030870554432,0.08827668769307505,0.6549071396363574,0.6705942726082865,0.09506386282344088,64,0
132,0.012495382145543552,0.003125,-5.951527555142186,0.14808112238761867,-6.099608677529805,0.544207905836765,0.09645630941420304,0.08828217987543623,0.654950925335119,0.7079073233291788,0.10530667891559817,64,0
133,0.011870613038266375,0.003125,-5.95151364711281,0.14817662383541474,-6.099690270948225,0.544383364616177,0.09648740801849541,0.0883106430479823,0.6552491139175789,0.6629556539776257,0.09400687027225361,64,0
134,0.011277082386353056,0.003125,-5.9514970955119075,0.14817874336863898,-6.099675838880547,0.5443872580592587,0.09648809809878742,0.08831127464785211,0.6552470436600304,0.7139252482511077,0.1228030910868302,64,0
135,0.010713228267035402,0.003125,-5.951483218998631,0.14828081153359465,-6.099764030532226,0.5445747176165905,0.096521323740809,0.08834168460364702,0.6555729539654439,0.6411860434929235,0.1511145412237003,64,0
136,0.010177566853683631,0.0015625,-5.9514729298325415,0.1482484496028357,-6.099721379435377,0.5445152883121569,0.09651079039258816,0.088332043897425,0.6554660399539756,0.7333940504264839,0.11990749400897911,64,0
