iteration,sigma,mu,objective,fidelity_term,sparsity_term,absolute_residual,relative_residual,normalized_rmse,gradient_fidelity_norm,gradient_sparsity_norm,gradient_total_norm,active_count,patch_id
16,1.3971273769035342,0.2,-6.333776444782556,0.0010516269423830745,-6.334828071724939,0.04586124600102083,0.027502792979159942,0.0074396765011131,0.043272683283676984,0.07166465923481001,0.03504665616040547,64,31
17,1.3272710080583574,0.2,-6.327734418398408,0.0012650376151709965,-6.3289994560135785,0.05029985318409978,0.03016460671333793,0.008159713666193379,0.047297053213841575,0.07791654654605668,0.03802943286492657,64,31
18,1.2609074576554395,0.2,-6.3212455529338625,0.0015151463664888607,-6.322760699300352,0.05504809472613672,0.033012106847607775,0.008929980157014733,0.051602605942350464,0.08461090616994711,0.04130321161541359,64,31
19,1.1978620847726675,0.2,-6.314297052231774,0.0018070909051607295,-6.316104143136935,0.06011806559031535,0.036052546679634444,0.009752438035693351,0.05619962864685633,0.09176708772144829,0.04490315391276192,64,31
20,1.137968980534034,0.2,-6.306880276008849,0.002146412923781925,-6.309026688932631,0.06551966000799951,0.039291859737627825,0.01062869235850207,0.06109640607888409,0.09940478597524316,0.04887132104118977,64,31
21,1.0810705315073323,0.2,-6.298991981757125,0.0025390042621727172,-6.301530986019298,0.0712601468167547,0.04273440511237142,0.011559922286600733,0.06629888529446595,0.10754427890511031,0.0532574371481414,64,31
22,1.0270170049319656,0.2,-6.290635804714704,0.0029910245386258034,-6.29362682925333,0.07734370741858453,0.0463826903727539,0.012546806132964683,0.07181031631526476,0.1162067334685197,0.05811941791511733,64,31
23,0.9756661546853672,0.2,-6.281824005184977,0.0035087863904051755,-6.2853327915753825,0.08377095427897638,0.05023708281170722,0.013589443252615682,0.0776308892509568,0.12541457027570743,0.06352348834575582,64,31
24,0.9268828469510988,0.2,-6.272579504668812,0.004098606200689295,-6.276678110869502,0.09053845813453303,0.054295525914646425,0.014687277345571997,0.08375739909464525,0.1351918616609843,0.06954366572239314,64,31
25,0.8805387046035438,0.2,-6.262938214331868,0.004766621527172283,-6.26770483585904,0.09763832779367212,0.058553287367747266,0.015839028291520722,0.09018298600541065,0.14556470672349003,0.07626032775602289,64,31
26,0.8365117693733666,0.2,-6.252951625141381,0.005518582127005768,-6.258470207268386,0.10505790905025444,0.06300277849773743,0.017042643307158677,0.0968970228347174,0.1565614717112635,0.0837575183923982,64,31
27,0.7946861809046982,0.2,-6.242689570154741,0.006359630328996771,-6.2490492004837375,0.11277969967149913,0.0676335032905131,0.018295283155411183,0.10388525358954215,0.16821269208630302,0.09211856518723513,64,31
28,0.7549518718594633,0.2,-6.23224297550344,0.007294099225217156,-6.239537074728657,0.12078161470370527,0.07243221749384492,0.019593365183703276,0.11113032480805136,0.1805502927820739,0.1014195064852979,64,31
29,0.7172042782664901,0.2,-6.2217262772136745,0.00832537372637973,-6.230051650940054,0.12903777529374666,0.07738340167025289,0.020932691287703583,0.1186128897862708,0.1936055978453318,0.11171979767688668,64,31
30,0.6813440643531656,0.2,-6.211278991598803,0.009455878190574783,-6.220734869789378,0.13752002174646993,0.08247016857105338,0.022308693361645725,0.12631348735452907,0.20740540805333296,0.12304987858582984,64,31
31,0.6472768611355073,0.2,-6.201065701141247,0.010687269961690463,-6.211752971102937,0.1462003417348295,0.08767571932358642,0.023716827206027174,0.13421537218866283,0.2219653321036823,0.13539559893706496,64,31
32,0.6149130180787319,0.2,-6.1912735080260894,0.012020920273730027,-6.203294428299819,0.15505431483019122,0.09298540910129907,0.02515313130421029,0.1423083543088381,0.23727976451425534,0.14868041984223332,64,31
33,0.5841673671747952,0.2,-6.182105930482605,0.013458735645004556,-6.195564666127609,0.16406544819068125,0.09838934721749511,0.02661493016394781,0.15059343066973965,0.25330867479848374,0.16274787560984225,64,31
34,0.5549589988160555,0.2,-6.1737724642022656,0.015004293083120396,-6.188776757285386,0.1732298651106119,0.10388520882836265,0.028101594900533763,0.1590875147647237,0.2699628662099113,0.1773488214937257,64,31
35,0.5272110488752527,0.2,-6.166473819845727,0.016664116238533273,-6.18313793608426,0.18256021603040062,0.1094805803488868,0.029615177686390607,0.16782692008592598,0.287091294583579,0.1921396880981067,64,31
36,0.50085049643149,0.2,-6.160384259332469,0.01844871930949425,-6.178832978641963,0.19208705999881537,0.11519378790984659,0.03116063585383788,0.17686762816946264,0.3044753652920747,0.206697698295783,64,31
37,0.4758079716099155,0.2,-6.155634166500312,0.020372856878815244,-6.176007023379127,0.20185567556457384,0.12105198486315384,0.032745314553395306,0.18628020342529494,0.3218342924702599,0.22055502751170875,64,31
38,0.4520175730294197,0.2,-6.152297106149881,0.022454369546060685,-6.174751475695942,0.2119168211636853,0.1270856108256798,0.03437744789068668,0.19613807020319254,0.3388418471707417,0.2332461444494335,64,31
39,0.4294166943779487,0.2,-6.150384997557247,0.02471125320574966,-6.175096250762997,0.22231173250977854,0.13331939467843337,0.03606372518177822,0.20650004554739274,0.3551498436264291,0.24435459395469297,64,31
40,0.4079458596590513,0.2,-6.149852223429167,0.027157152104807635,-6.1770093755339746,0.2330542945530403,0.13976166316662564,0.037806398863021534,0.2173909885352011,0.37041137286806913,0.25354348992448733,64,31
41,0.3875485666760987,0.2,-6.150605744186615,0.029796208916321273,-6.180401953102936,0.24411558293694105,0.1463950704774178,0.03960077678419511,0.22878660771694262,0.38429951920618266,0.2605616545498691,64,31
42,0.36817113834229376,0.2,-6.1525160718012835,0.03261871272928814,-6.185134784530572,0.2554161808863649,0.15317199071061,0.041433975843178025,0.24060804827349824,0.3965227393648421,0.2652307747377179,64,31
43,0.3497625814251791,0.2,-6.155425014148669,0.035598898275444435,-6.1910239124241135,0.266829152363247,0.1600163008673545,0.0432854042954827,0.2527283849121697,0.4068411739347475,0.2674288199236195,64,31
44,0.3322744523539201,0.2,-6.159149705971008,0.038695533719663715,-6.197845239690672,0.2781925006885114,0.16683085223241936,0.04512878280961096,0.26498834296852103,0.4150866782766376,0.2670847509564086,64,31
45,0.3156607297362241,0.2,-6.163485918690643,0.04185499920590965,-6.205340917896553,0.2893268020972466,0.17350804514177023,0.046935005007434236,0.27721542403646626,0.4211855084212467,0.264190460084236,64,31
46,0.2998776932494129,0.2,-6.168214586956345,0.045015971302139,-6.213230558258484,0.30005323295088493,0.17994063982457326,0.0486750618641723,0.28924094122411775,0.42517933318330775,0.2588243680864771,64,31
47,0.28488380858694223,0.2,-6.173113543054337,0.04811484439483974,-6.221228387449177,0.31020910494322934,0.18603107279977155,0.05032256185159252,0.3009124822738337,0.4272385849927361,0.25117372634477636,64,31
48,0.27063961815759513,0.2,-6.177973230010225,0.05109137897475787,-6.229064608984983,0.3196603790736596,0.19169896145226753,0.05185576097252732,0.31210245845460355,0.42766211522367614,0.24154249095509603,64,31
49,0.25710763724971536,0.2,-6.182612770895364,0.05389429293234522,-6.23650706382771,0.32831172057160923,0.19688713392810536,0.05325919388501226,0.32271462215221475,0.42685893995702223,0.23033715307007274,64,31
50,0.24425225538722958,0.2,-6.186892303341432,0.056486394933844726,-6.243378698275277,0.3361142512118304,0.20156627816476172,0.05452493149388526,0.3326896730657787,0.42531160742489255,0.21803032320971283,64,31
51,0.23203964261786808,0.2,-6.190718740964762,0.05884858185557094,-6.249567322820333,0.34307020230725643,0.20573773227105452,0.055653335765901354,0.34200960228870225,0.42352548061241063,0.2051085041495343,64,31
52,0.22043766048697466,0.2,-6.194044243987143,0.060981884376243654,-6.255026128363387,0.3492331152002732,0.2094336047609006,0.05665309225371164,0.3506993739991733,0.42197239610960197,0.1920154505381101,64,31
53,0.2094157774626259,0.2,-6.1968587772589565,0.06290689919906119,-6.259765676458017,0.35470240822148696,0.21271351638173744,0.05754032874019349,0.3588242908390006,0.42103933548224615,0.17910498869810001,64,31
54,0.1989449885894946,0.2,-6.199179509154708,0.0646603838259902,-6.263839892980698,0.35961196817122254,0.21565775847479673,0.05833676453236627,0.3664819357688308,0.4209922489334624,0.1666156725316172,64,31
55,0.18899773916001986,0.2,-6.201040086868275,0.06628941492461093,-6.2673295017928865,0.3641137594890117,0.21835746346418536,0.059067051517572154,0.37378887037860975,0.42196189749959173,0.15467317265617844,64,31
56,0.17954785220201885,0.2,-6.202482067279581,0.06784415812004879,-6.2703262253996295,0.3683589502646808,0.22090328620649957,0.0597557123981724,0.3808640018043911,0.4239530424963965,0.1433163135495695,64,31
57,0.1705704595919179,0.2,-6.203549440506658,0.0693707300363873,-6.272920170543045,0.37248014721965333,0.2233747503851316,0.06042425882496782,0.38781199846002967,0.4268721382721931,0.13253402329772063,64,31
58,0.162041936612322,0.2,-6.2042859040043865,0.07090563072757661,-6.275191534731963,0.37657836031183894,0.22583243123960195,0.061089076776878866,0.3947104917199541,0.43056433551680207,0.12229855194029746,64,31
59,0.1539398397817059,0.2,-6.20473384988842,0.07247272672327837,-6.2772065766116985,0.3807170254225003,0.22831437099645152,0.06176045691271465,0.4016036754882794,0.4348497818488685,0.11258601722418184,64,31
60,0.1462428477926206,0.2,-6.204934033382164,0.07408295792045928,-6.2790169913026235,0.38492325967771623,0.2308368316801512,0.06244279821120468,0.40850279078794527,0.43955170507754754,0.1033836967868793,64,31
61,0.13893070540298955,0.2,-6.204925307407941,0.07573617398125046,-6.280661481389192,0.38919448603815154,0.2333982678512393,0.06313568262136567,0.4153919172189495,0.4445130214052298,0.09468869296281848,64,31
62,0.13198417013284006,0.2,-6.204744239946946,0.07742408754987308,-6.2821683274968185,0.393507528644302,0.23598478104594428,0.06383535052233293,0.4222364076176277,0.44960245586507086,0.08650315115500078,64,31
63,0.12538496162619805,0.2,-6.204424666914872,0.0791333652538798,-6.283558032168752,0.39782751351277806,0.2385754574856589,0.0645361446069605,0.42899143911048976,0.454713912918115,0.07882942832542475,64,31
64,0.11911571354488815,0.2,-6.203997289669322,0.08084823182229713,-6.284845521491619,0.4021149880874801,0.241146637641314,0.06523166482553067,0.43560908931094094,0.4597632405691596,0.07166677241205544,64,31
65,0.11315992786764373,0.2,-6.2034893981512065,0.08255238303554371,-6.28604178118675,0.40633085788687945,0.24367487671962845,0.0659155692156915,0.44204340626527855,0.4646849791276087,0.06500978902667306,64,31
66,0.10750193147426154,0.2,-6.2029247532232,0.08423027814049085,-6.287155031363691,0.4104394672555037,0.2461387921765917,0.06658207366634089,0.4482536382077362,0.46942973288087403,0.05884821192621768,64,31
67,0.10212683490054845,0.2,-6.202323621959798,0.08586796004662145,-6.288191582006419,0.4144103281691262,0.24852010047453824,0.06722623236686133,0.4542060269183696,0.47396186291919457,0.05316733112363195,64,31
68,0.09702049315552103,0.2,-6.201702936971696,0.08745352282261654,-6.289156459794312,0.4182188968055282,0.2508040827883104,0.06784406378353251,0.4598745432769713,0.4782572964176468,0.04794868295409115,64,31
69,0.09216946849774497,0.2,-6.201076544220553,0.0889773137192413,-6.290053857939794,0.4218466871251718,0.25297965311910203,0.06843256908474953,0.46524087321228785,0.482301489227582,0.0431708383677783,64,31
70,0.08756099507285772,0.2,-6.200455505929765,0.09043194345602489,-6.29088744938579,0.42528095056333026,0.25503916620719974,0.06898968018022501,0.47029390994736964,0.48608758391470874,0.038810196265051215,64,31
71,0.08318294531921483,0.2,-6.1998484303763375,0.09181216606266128,-6.291660596438999,0.4285140979306545,0.25697807084822616,0.06951416594087753,0.47502895500946885,0.48961478901857725,0.034841727389624974,64,31
72,0.07902379805325409,0.2,-6.199261806479384,0.09311467749151107,-6.292376483970894,0.4315429932034839,0.25879448638221164,0.07000551763649215,0.47944677936966024,0.49288698273333054,0.03123963677118799,64,31
73,0.07507260815059139,0.2,-6.19870032708056,0.09433787057989541,-6.293038197660455,0.43436820919559804,0.26048875632312857,0.07046382818973428,0.48355265121675295,0.49591153746437017,0.027977932180308727,64,31
74,0.07131897774306181,0.2,-6.198167190116845,0.09548157430466007,-6.293648764421505,0.4369933049937037,0.26206301504004514,0.07088967496070737,0.4873554010718925,0.49869833936446345,0.02503089054704749,64,31
75,0.06775302885590871,0.2,-6.197664371218052,0.09654679595297531,-6.294211167171028,0.43942415944728236,0.2635207880538389,0.07128401162472894,0.4908665657517105,0.5012590059514436,0.022373437630854167,64,31
76,0.06436537741311327,0.2,-6.197192864704141,0.09753548049430605,-6.294728345198448,0.4416683835057838,0.2648666396183263,0.0716480728408349,0.494099635968387,0.5036062047255424,0.019981411945318273,64,31
77,0.0611471085424576,0.2,-6.1967528922792505,0.09845028887841602,-6.2952031811576665,0.44373480566305823,0.2661058641434908,0.07198329077984404,0.4970694059267286,0.5057533169224169,0.017831858091467884,64,31
78,0.058089753115334715,0.2,-6.196344080950232,0.09929442006617933,-6.295638501016412,0.4456330779154064,0.2672442498902115,0.07229123120231307,0.499791460828763,0.5077133077223795,0.01590278522705895,64,31
79,0.05518526545956798,0.2,-6.195965610832757,0.10007138550356535,-6.296036996336323,0.4473731898618096,0.26828778757825045,0.0725735146351852,0.5022816258032761,0.5095021921801232,0.014175280634494967,64,31
80,0.052426002186589576,0.2,-6.195616341984505,0.10078519540623289,-6.296401537390738,0.44896591275114167,0.2692429366794653,0.07283188840576015,0.504556240638404,0.5111170471976882,0.012623531259022243,64,31
81,0.04980470207726009,0.1,-6.195271023249764,0.10111108544298605,-6.29638210869275,0.44969119502829064,0.269677885357472,0.0729495447274802,0.5055911082563173,0.5394656876507034,0.03544787560942644,64,31
82,0.047314466973397085,0.05,-6.194975723154359,0.10196696572367105,-6.29694268887803,0.4515904465855562,0.2708168583891611,0.07325764401418464,0.5081629216534463,0.5221080959673485,0.017115657245248175,64,31
83,0.04494874362472723,0.05,-6.194687209949887,0.10231926605666157,-6.2970064760065485,0.4523699062861312,0.2712842970361624,0.07338408907452608,0.5092195562030474,0.5438361204566975,0.03598320184868579,64,31
84,0.04270130644349086,0.025,-6.194426132267076,0.1027593449002578,-6.297185477167334,0.4533416921048798,0.271867072833238,0.0735417335510782,0.5105446789134293,0.5551113399647774,0.045607298225757494,64,31
85,0.04056624112131632,0.025,-6.194202444095705,0.1033279616280578,-6.297530405723762,0.45459424023640643,0.2726182205878595,0.07374492368900913,0.5122291223793736,0.5474134533792389,0.036417812490713075,64,31
86,0.038537929065250505,0.025,-6.1939943465999265,0.10377802577345925,-6.297772372373386,0.4555831993685879,0.2732112951475134,0.07390535404487185,0.5135651915415947,0.5473111994790248,0.03498088244175544,64,31
87,0.036611032611987976,0.025,-6.193807198252318,0.10421079409230977,-6.298017992344628,0.4565321326967244,0.27378036640375847,0.0740592913579205,0.5148475233760471,0.5434713367001455,0.03000504165485568,64,31
88,0.03478048098138858,0.025,-6.193636140173506,0.10457861216646684,-6.298214752339973,0.45733710141747047,0.2742631027009992,0.07418987452776574,0.5159377587918239,0.5429718053808635,0.028437955296233067,64,31
89,0.03304145693231915,0.025,-6.193481943359739,0.10492670151669589,-6.298408644876435,0.45809759116741905,0.27471916514978534,0.07431324225575778,0.5169688385869858,0.5396538437426308,0.024272458040372584,64,31
90,0.03138938408570319,0.0125,-6.193329861689531,0.10507289409036093,-6.298402755779891,0.45841660984384264,0.2749104792849043,0.07436499391881446,0.5174023022145979,0.5691057060265975,0.05244459832215478,64,31
91,0.029819914881418025,0.0125,-6.193207688914756,0.10540712770003878,-6.298614816614794,0.4591451354420273,0.27534737296865736,0.07448317637668211,0.5183851181269457,0.5579138354316121,0.04045407861497421,64,31
92,0.02832891913734712,0.0125,-6.193092936632186,0.10566299386969163,-6.298755930501878,0.4597020641017215,0.2756813607026886,0.07457352213532616,0.5191366979678826,0.5565857427559107,0.03840116560882131,64,31
93,0.026912473180479762,0.0125,-6.192989862206864,0.10590572864724544,-6.2988955908541095,0.4602297874915213,0.2759978341613383,0.07465913017358343,0.5198502609083313,0.5520403254790507,0.03326205931404875,64,31
94,0.025566849521455774,0.0125,-6.192895899287318,0.10611459288489647,-6.299010492172215,0.4606833899434545,0.2762698576107247,0.07473271420796443,0.520464061937728,0.5500573821922315,0.030728993978182826,64,31
95,0.024288507045382983,0.0125,-6.192811106270206,0.10630680158923045,-6.299117907859436,0.4611004263481665,0.2765199525580646,0.07480036644620008,0.5210294078040281,0.5466972313270687,0.026937231832670935,64,31
96,0.023074081693113833,0.0125,-6.192734103243424,0.1064736378742535,-6.2992077411176775,0.4614621065141828,0.27673685060593695,0.07485903871672606,0.521520144013553,0.5453966996037415,0.025208075979183946,64,31
97,0.02192037760845814,0.00625,-6.19265896778053,0.10655127729362167,-6.299210245074152,0.46163032243045227,0.27683772897110076,0.0748863269417201,0.5217488852473265,0.5731942992076712,0.05210267844350102,64,31
98,0.02082435872803523,0.00625,-6.192598541958409,0.1067189045043273,-6.299317446462736,0.4619932997443303,0.2770554049129951,0.07494520963741562,0.5222388017348258,0.5609388775493364,0.03954146238513156,64,31
99,0.019783140791633468,0.00625,-6.192541726951969,0.10684506119556636,-6.299386788147536,0.4622662894816501,0.2772191156902987,0.07498949442055776,0.5226077494551212,0.5596784880906092,0.037936878625811396,64,31
100,0.018793983752051793,0.00625,-6.192490852700358,0.10696598430287958,-6.2994568370032376,0.46252780306243124,0.2773759442656345,0.07503191752527706,0.52296157145829,0.5544784776875803,0.03251162056321198,64,31
101,0.0178542845644492,0.00625,-6.192444470530759,0.10706882921384313,-6.299513299744603,0.46275010364956837,0.2775092569764806,0.07506797944244065,0.5232626733081774,0.5525031304460576,0.03029563976967078,64,31
102,0.01696157033622674,0.00625,-6.192402710379082,0.10716428715807128,-6.299566997537154,0.462956341695567,0.2776329370501402,0.07510143567135377,0.5235423774434153,0.5485713204931992,0.026233805951924087,64,31
103,0.0161134918194154,0.00625,-6.192364777071698,0.10724601198700866,-6.299610789058707,0.46313283620794726,0.27773878005396624,0.07513006686197389,0.5237820521033355,0.5474733733712428,0.024946626573534674,64,31
104,0.01530781722844463,0.003125,-6.192327887539701,0.10728469941799747,-6.299612586957698,0.46321636287591883,0.2777888706393247,0.07514361667675455,0.5238956467752528,0.5749555190444722,0.051681071422445844,64,31
105,0.014542426367022398,0.003125,-6.192298255486923,0.10736821329495787,-6.299666468781881,0.4633966190963371,0.2778969695233642,0.07517285809699846,0.5241390304398688,0.5615641304592139,0.03824401494919685,64,31
106,0.013815305048671277,0.003125,-6.192270298253487,0.10742942703257513,-6.299699725286063,0.46352869821096326,0.27797617680321773,0.07519428415867481,0.5243176945200709,0.560882096649933,0.037396694012959954,64,31
107,0.013124539796237712,0.003125,-6.192245354459536,0.10748925158984769,-6.299734606049384,0.46365774357784145,0.2780535647575287,0.07521521808148013,0.5244923562509535,0.5550588303006054,0.03154212957378491,64,31
108,0.012468312806425826,0.003125,-6.192222580110313,0.10753926375443214,-6.299761843864745,0.4637655954346595,0.278118243054547,0.07523271396296476,0.5246385372795072,0.5534834344507957,0.029868850423158008,64,31
109,0.011844897166104535,0.003125,-6.192202128112664,0.10758646734723634,-6.2997885954598996,0.46386736756800717,0.27817927536741627,0.07524922358306792,0.5247766029941451,0.5489225342593871,0.02534477339574714,64,31
110,0.011252652307799307,0.0015625,-6.192181970792355,0.10760622092104793,-6.299788191713403,0.46390995014344744,0.2782048119556901,0.07525613138897125,0.5248344697985321,0.5783646171938622,0.05410953990765447,64,31
111,0.010690019692409342,0.0015625,-6.192165823582421,0.10765007521292835,-6.29981589879535,0.46400447242010145,0.27826149656052346,0.07527146492701857,0.5249620850873756,0.5675953869523466,0.043343006519897205,64,31
112,0.010155518707788875,0.0015625,-6.192150800619913,0.10768500110202715,-6.29983580172194,0.46407973690310406,0.2783066323489113,0.07528367443841193,0.5250638261016869,0.5642532136103701,0.039953661704440896,64,31
113,0.01,0.0015625,-6.192147350111988,0.10771710822854491,-6.299864458340533,0.46414891625112065,0.2783481189078873,0.07529489681056008,0.5251574141920219,0.5206337178529321,0.008724843401999915,64,31
114,0.01,0.0015625,-6.192147444592315,0.10771335285966036,-6.299860797451975,0.46414082530986295,0.2783432668050375,0.07529358428657097,0.5251472519867956,0.5276172286451929,0.007900159822883196,64,31
115,0.01,0.0015625,-6.192147534287679,0.10771533563991958,-6.2998628699275985,0.46414509722697617,0.27834582865545004,0.07529427728303603,0.5251537160697006,0.5236752162819941,0.007614097474053797,64,31
116,0.01,0.0015625,-6.192147622352283,0.10771407890936133,-6.299861701261644,0.4641423895947478,0.2783442048999891,0.07529383804708804,0.5251507883578098,0.5259017459994904,0.007516140156859612,64,31
117,0.01,0.0015625,-6.192147709791819,0.10771465145263984,-6.299862361244459,0.4641436231440433,0.27834494465422305,0.0752940381552078,0.5251531653767765,0.5246455158529886,0.007480149659893474,64,31
118,0.01,0.0015625,-6.1921477969270615,0.10771419142673294,-6.299861988353794,0.46414263201462747,0.2783443502781536,0.07529387737278544,0.525152545661552,0.5253556560876632,0.00746414431263642,64,31
119,0.01,0.0015625,-6.192147883860449,0.10771431463405241,-6.299862198494502,0.4641428974659688,0.27834450946818706,0.07529392043467927,0.5251536183791264,0.5249555784332073,0.007454541259037383,64,31
120,0.01,0.0015625,-6.192147970624824,0.10771410878659429,-6.299862079411419,0.4641424539655779,0.2783442435029005,0.07529384848941559,0.5251537348005658,0.5251823331280672,0.007446987174568393,64,31
121,0.01,0.0015625,-6.192148057230839,0.10771408896579497,-6.299862146196634,0.46414241126144673,0.27834421789341574,0.07529384156189074,0.5251543910928049,0.5250551748519758,0.007440091053498422,64,31
122,0.01,0.0015625,-6.192148143682079,0.10771396435337233,-6.299862108035452,0.46414214278251514,0.2783440568877493,0.07529379800885691,0.5251547421255574,0.5251278372873568,0.00743340886311399,64,31
123,0.01,0.0015625,-6.192148229979867,0.10771389914684087,-6.299862129126708,0.46414200229421354,0.27834397263751604,0.07529377521864497,0.5251552652826135,0.5250876790311627,0.007426798901359015,64,31
124,0.01,0.0015625,-6.19214831612481,0.10771380063858389,-6.299862116763395,0.46414179005684003,0.2783438453596713,0.07529374078919662,0.5251556909059757,0.5251112196617123,0.007420215949364668,64,31
125,0.01,0.0015625,-6.192148402117289,0.10771372117172046,-6.299862123289009,0.464141618844336,0.2783437426842653,0.0752937130148609,0.5251561713161469,0.5250987947646929,0.007413645575188321,64,31
126,0.01,0.0015625,-6.192148487957604,0.10771363119238153,-6.299862119149985,0.4641414249824756,0.2783436264261372,0.07529368156631441,0.5251566204718677,0.5251066758025172,0.007407083170394477,64,31
127,0.01,0.0015625,-6.192148573646037,0.10771354738658705,-6.299862121032624,0.46414124442153826,0.27834351814451574,0.07529365227546256,0.5251570869748523,0.5251030913183722,0.007400527261019503,64,31
128,0.01,0.0015625,-6.192148659182858,0.10771346033278639,-6.299862119515645,0.46414105686264473,0.2783434056662499,0.0752936218493923,0.5251575433711396,0.5251059798445441,0.007393977373248907,64,31
129,0.01,0.0015625,-6.192148744568339,0.10771337535009198,-6.299862119918431,0.4641408737659117,0.27834329586392254,0.07529359214718005,0.5251580051683654,0.5251052130585324,0.007387433352400506,64,31
130,0.01,0.0015625,-6.192148829802748,0.10771328943483725,-6.299862119237585,0.4641406886598874,0.2783431848566319,0.07529356211901773,0.5251584636063877,0.5251065095508508,0.007380895145625193,64,31
131,0.01,0.0015625,-6.19214891488635,0.10771320428252022,-6.29986211916887,0.4641405051975538,0.2783430748350555,0.07529353235749725,0.5251589236332671,0.5251066405203848,0.007374362732570492,64,31
132,0.01,0.0015625,-6.192148999819414,0.10771311893541682,-6.299862118754831,0.4641403213154764,0.27834296456176055,0.07529350252788534,0.5251593824536633,0.5251074289999645,0.007367836103256381,64,31
133,0.01,0.0015625,-6.192149084602204,0.10771303393385792,-6.299862118536062,0.46414013817780925,0.27834285473488524,0.07529347281903272,0.5251598416462888,0.5251078456742685,0.0073613152510156035,64,31
134,0.01,0.0015625,-6.19214916923499,0.10771294897234616,-6.299862118207336,0.4641399551263523,0.2783427449597098,0.07529344312416524,0.5251603003190607,0.5251084717135817,0.007354800170241121,64,31
135,0.01,0.0015625,-6.192149253718034,0.10771286422295591,-6.2998621179409895,0.4641397725318439,0.27834263545856447,0.07529341350342458,0.5251607589755926,0.5251089789781014,0.007348290855667296,64,31
136,0.01,0.0015625,-6.192149338051602,0.10771277958811545,-6.299862117639718,0.46413959018406403,0.2783425261053812,0.0752933839227086,0.5251612173311011,0.5251095527423939,0.007341787302140475,64,31
137,0.01,0.0015625,-6.192149422235958,0.10771269512250181,-6.29986211735846,0.4641394082008159,0.27834241697080603,0.07529335440112746,0.5251616755461533,0.5251100883966043,0.0073352895045458244,64,31
138,0.01,0.0015625,-6.192149506271367,0.10771261079482965,-6.299862117066197,0.4641392265146949,0.27834230801441673,0.07529332492774672,0.5251621335297478,0.5251106450059659,0.007328797457783968,64,31
139,0.01,0.0015625,-6.192149590158092,0.1077125266223508,-6.299862116780442,0.46413904516287097,0.27834219925850395,0.0752932955085961,0.5251625913329908,0.5251111892209956,0.007322311156763548,64,31
140,0.01,0.0015625,-6.192149673896396,0.10771244259491247,-6.299862116491308,0.46413886412347,0.27834209068994986,0.0752932661401272,0.5251630489267157,0.5251117398717858,0.007315830596398806,64,31
141,0.01,0.0015625,-6.192149757486541,0.10771235871783601,-6.299862116204377,0.4641386834079573,0.2783419823156302,0.07529323682419992,0.5251635063271018,0.5251122863265265,0.007309355771608858,64,31
142,0.01,0.0015625,-6.192149840928789,0.10771227498770632,-6.299862115916496,0.46413850300897536,0.2783418741311327,0.0752932075596207,0.525163963524715,0.5251128345883732,0.007302886677317416,64,31
143,0.01,0.0015625,-6.192149924223405,0.10771219140604192,-6.2998621156294465,0.4641383229297963,0.2783417661384196,0.07529317834692034,0.5251644205245904,0.5251133812679243,0.0072964233084527215,64,31
144,0.01,0.0015625,-6.192150007370645,0.10771210797157636,-6.299862115342221,0.46413814316769175,0.2783416583358547,0.07529314918565629,0.5251648773235915,0.5251139282790842,0.007289965659947537,64,31
145,0.01,0.0015625,-6.192150090370774,0.1077120246846164,-6.29986211505539,0.4641379637233231,0.27834155072383476,0.07529312007593579,0.525165333923199,0.5251144745413543,0.00728351372673908,64,31
146,0.01,0.0015625,-6.19215017322405,0.10771194154458127,-6.299862114768631,0.4641377845954395,0.2783414433016094,0.07529309101755594,0.5251657903222862,0.5251150206649683,0.007277067503769061,64,31
147,0.01,0.0015625,-6.192150255930732,0.10771185855139202,-6.299862114482124,0.464137605783871,0.27834133606907696,0.07529306201048919,0.525166246521201,0.5251155663055193,0.007270626985983687,64,31
148,0.01,0.0015625,-6.192150338491084,0.10771177570468704,-6.299862114195771,0.4641374272878391,0.27834122902577046,0.07529303305460923,0.5251667025194595,0.5251161116576222,0.007264192168333617,64,31
149,0.01,0.0015625,-6.192150420905359,0.10771169300426509,-6.299862113909624,0.46413724910691034,0.27834112217143,0.07529300414984574,0.525167158317049,0.5251166566115424,0.007257763045773987,64,31
0,2.791724646542048,0.2,-6.385583447143935,3.720854522838606e-30,-6.385583447143935,2.7279496046806314e-15,1.8569355365968266e-15,4.4253186164439394e-16,2.8819987933609183e-15,0.018627334403152892,0.01862733440315281,64,32
1,2.652138414214946,0.2,-6.384133128345439,6.496728383155042e-06,-6.384139625073821,0.0036046437780049897,0.002453707765226017,0.0005847504363381304,0.004317857249349156,0.020501495797918573,0.017204195168482324,64,32
2,2.5195314935041986,0.2,-6.38252650826788,2.148291880761012e-05,-6.382547991186687,0.00655483314930443,0.004461923559922687,0.0010633343487551966,0.007570160893879301,0.022559283236664215,0.01676197773679582,64,32
3,2.3935549188289884,0.2,-6.380755564452144,4.209151062169522e-05,-6.380797655962766,0.009175130584541587,0.006245579466027684,0.0014884027224846604,0.010269102253079075,0.024814749870689504,0.016875694492516,64,32
4,2.273877172887539,0.2,-6.378808642848781,6.783043651033934e-05,-6.378876473285291,0.01164735476495323,0.007928440808907145,0.0018894504423848718,0.012693099620464767,0.027283068207268064,0.017352029939800992,64,32
